chr	pos	w	Order
chr8	30840000	4	1
chr8	31200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39	37
chr8	31480000	3|11|12|13|14|15|16|17|20|21|22	11
chr8	31600000	3|4|5|6|7|8|9	7
chr8	32040000	3|4	2
chr8	32200000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr8	32560000	3|4|5	3
chr8	32800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	32840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	33120000	3|4|5|6	4
chr8	33440000	3|4	2
chr8	33480000	5|6|7|8|12|13|14	7
chr8	33600000	13|14|15|16|17|18	6
chr8	33640000	3|4|5|6|7|8|9|10|11|12	10
chr8	34920000	3	1
chr8	35120000	3	1
chr8	35160000	4|5|6|7|8|9|10|11|12|13	10
chr8	36120000	4|16	2
chr8	36160000	3|5|6|7|8|9|10|11|12|13|14|15|17	13
chr8	36480000	3	1
chr8	36800000	7|8|9|10|11|12|13|15	8
chr8	36840000	3|4|5|6|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr8	37080000	3|4|13|14|15|18|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39	25
chr8	37160000	3|4|5|6|7|8|9|13|23|25|26|27|28|29|30|31|32|33|34|35|40	21
chr8	37400000	3|4|5|6|35|36|37|38|39|40	10
chr8	37760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39	37
chr8	38120000	15	1
chr8	38160000	3|4|5|6|7|11|12|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29	23
chr8	38200000	8|9|10	3
chr8	38400000	3|4|5|6|7|8|9|10|11|15	10
chr8	38760000	3|4|5|6|7|8|9|10	8
chr8	38800000	11|12	2
chr8	39000000	3|6|7|8	4
chr8	39040000	4|5	2
chr8	39360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	39520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	39880000	3|4|5|6|7	5
chr8	40000000	3|4|5|6|7|8|9|10|11	9
chr8	40200000	12|14|15|16	4
chr8	40240000	3|4|5|6|7|8|9|10|11|13	10
chr8	41000000	3|4|5|6|7|8|9|10|11|12|13	11
chr8	41040000	14|15|16|17	4
chr8	41080000	18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38	21
chr8	41320000	3|4	2
chr8	41520000	3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31	28
chr8	41560000	11|32|33|34|35|36|37|38|39|40	10
chr8	41840000	3	1
chr8	41920000	4|5|11|26|30|31|32	7
chr8	41960000	3|6|7|8|9|10|12|18|19|20|21|22|23|24|25|27|28|29	18
chr8	42160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26	24
chr8	42400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	18
chr8	42680000	3|4|5|6	4
chr8	42840000	3|4|5|6|7	5
chr8	43080000	3	1
chr8	43240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	43280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	43560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	46560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	46720000	3	1
chr8	46960000	3|4|5|6|7	5
chr8	47200000	3|4|5|8|9|12|13|14|15	9
chr8	47240000	10|11	2
chr8	47280000	3|4|5|6|7|8|9	7
chr8	47520000	3	1
chr8	47760000	3|4|5|6|7	5
chr8	47800000	8|9|10|11|12|17|18|25|27|28|29|30	12
chr8	47840000	20|21|22|23|24|26	6
chr8	47960000	6|7|8|9|10|11|12|13|14|15|16|17|18|19	14
chr8	48000000	3|4|5	3
chr8	48320000	3|4|5	3
chr8	48520000	3	1
chr8	48680000	3|4	2
chr8	48920000	3|4|5|6|7|8|9	7
chr8	48960000	10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr8	49280000	3|4|5|6|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr8	49320000	7|8	2
chr8	49920000	3	1
chr8	51560000	4|5|6	3
chr8	51600000	7|8|9|10|11	5
chr8	51640000	12|13|14|15|16|17|18|19|20|21|22|24|25|26|29|30|31|32|33|34|35|36|37|39|40	25
chr8	51840000	3|4|5|6|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr8	52000000	3|9|10|11|12|13|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	29
chr8	52040000	4|5|6|7|8	5
chr8	52400000	3|4	2
chr8	52440000	5	1
chr8	52520000	4|5|9|10|19|20|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	24
chr8	52560000	6|7|8|11|12|13|14|15|16|17|18|21|22	13
chr8	52720000	3|4|5|7|14|15|16|17|18	9
chr8	52960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	22
chr8	53240000	3|4|5	3
chr8	53560000	3|4|5|6	4
chr8	53800000	4|5|6|7|8|9|10|11	8
chr8	53840000	3|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38	28
chr8	54000000	3	1
chr8	54160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	54480000	18|28|30|31|32|34|36	7
chr8	54520000	3|4|5|6|7|8|10|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|27|29|33|35|37|38|39|40	30
chr8	54560000	9	1
chr8	54720000	12|13	2
chr8	54760000	3|4|5|6|7|8|9|10|11|14	10
chr8	55320000	4|5	2
chr8	55520000	3|4|5|12|13|14|15|16	8
chr8	55560000	17	1
chr8	55760000	3|4|5|6|7|8|9	7
chr8	55800000	10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr8	56040000	3|4|5	3
chr8	56080000	6|7|8|9|10|11|12|15|16|17|19|20|21|23|25	15
chr8	56120000	18|22|24|26|27|29	6
chr8	56160000	28|30|32	3
chr8	56200000	13|14|15|31|33|34|35|36|37|38|39|40	12
chr8	56240000	3|4	2
chr8	56440000	3|4|5|6|7|8|9|10|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	27
chr8	56960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	57120000	3|10|11|12|14|15|16|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr8	57160000	4|13|17	3
chr8	57360000	23|24|25|26|27|28|29|30|31|32|33|34|35	13
chr8	57400000	3|4|5|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22	19
chr8	57440000	6	1
chr8	57960000	7|8|9	3
chr8	58000000	3|4|5|6	4
chr8	58400000	3|4|5|6|7|8|9	7
chr8	58440000	10|11|12|15|16|17|18|19|20|21|22|23|24|25|28|29|30|31|32|33|34|35|38|39|40	25
chr8	58560000	3|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|33|34|35|36|37|38|39|40	27
chr8	58600000	25|26|27|28|29|30|31|32	8
chr8	58720000	3|4|5|6|7	5
chr8	59120000	4|5|6|7	4
chr8	59160000	8	1
chr8	59920000	3|4|5|6|7	5
chr8	59960000	8|9|10|11|13	5
chr8	60040000	7|8|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33	24
chr8	60400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	60600000	10|11|12|13|17|18|19|20|21|22|23|24	12
chr8	60640000	3|4|5|6|7|8|9|14|15|16|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	26
chr8	60840000	3|4|33|34|35|36|37|38|39|40	10
chr8	61120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	61600000	3|4|5|6|7|15|16|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr8	61640000	8|9|10|11|12|13|14|17	8
chr8	61800000	3|4|5	3
chr8	62120000	4|5|6	3
chr8	63000000	3	1
chr8	63120000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|19|31|32|33	18
chr8	63160000	3|18|20|21|22|23|24|25|26|27|28|29|30|34|35|36|37|38|39|40	20
chr8	63320000	7|8|9|10|11|12|13|14|15|16|17|18|19	13
chr8	63360000	3|4|5|6	4
chr8	63600000	3|4|5	3
chr8	64400000	3|4|5|6|7|8	6
chr8	64480000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr8	64560000	3	1
chr8	64760000	3|4	2
chr8	64920000	3	1
chr8	65600000	3|4|5|6|7|8|9|10|11	9
chr8	65640000	12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	29
chr8	65720000	3|26|27|28|29|30|31|32	8
chr8	66040000	3|4|5|6|7|8|9|10|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	27
chr8	66440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	66640000	9|10|11|12|13|40	6
chr8	66680000	3|4|5|6|7|8|14|15|16|17|18|19|20|21|22|23|24|25|26	19
chr8	66920000	3|4|5|32|40	5
chr8	67040000	3	1
chr8	67240000	6|10|11|12|13|14	6
chr8	67280000	5|7|8|9|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr8	67320000	3|4	2
chr8	67480000	3|16|18|19|20|21|23|24|25|26|29|30|32|34|35|40	16
chr8	67520000	4|5|15|17|27|28|31|33	8
chr8	67800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	68360000	3	1
chr8	68520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	68840000	4|5|6	3
chr8	69080000	3|4|5	3
chr8	69120000	6	1
chr8	69640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	69920000	3|4|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	22
chr8	69960000	5	1
chr8	70120000	3|4|5|6|7|8|9|10|11|12|13|35|36|37|38|39|40	17
chr8	70600000	6|7|8|29|30|31|33|34|35|37|38	11
chr8	70680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	71360000	3	1
chr8	71800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	22
chr8	71840000	25|26|27|28|29|30|31|32|33|34|35|36|37|38	14
chr8	72000000	3|4|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	18
chr8	72160000	3|16|17|18|19|20|21|22|23|24|25|26|27	13
chr8	72200000	6|7|8|9|10|11|12|13|14|15|28|29|30|31|32|33|34|35|36|37|39	21
chr8	72280000	7|8|9|10|11|12|13|35|37|38|39|40	12
chr8	72320000	3|4|5|6	4
chr8	72840000	3	1
chr8	72920000	4|5|6	3
chr8	73000000	3|4|7|8|9|10|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr8	73200000	7|10|11	3
chr8	73280000	3|4|5|6|7|8|9|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr8	73680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	74080000	3|4|5|6|7|8|9|10|11|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	25
chr8	74360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	74880000	6|7|8|9|10|32	6
chr8	74920000	3|4|5|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40	32
chr8	75120000	20|21|22|27|28|29|30|33	8
chr8	75280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	75400000	6|9|10	3
chr8	75600000	12|13|14	3
chr8	75640000	3|4|5|6|7|8	6
chr8	76360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	17
chr8	76680000	3|4	2
chr8	77000000	3	1
chr8	77400000	3|4|11|12|13|14|15|16|17|18|19|20|21	13
chr8	77440000	8|9|10	3
chr8	77520000	6|7	2
chr8	77600000	3|4|5	3
chr8	77920000	5|6	2
chr8	78240000	3|4|5|6	4
chr8	78280000	7|8	2
chr8	78440000	6|7|8|9|10|11|12|13|14|15|16|17|19	13
chr8	78480000	3|4|5|18|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	25
chr8	78640000	15|16|30|33|34|38	6
chr8	78720000	3|4|5	3
chr8	78920000	4|29|30|31|32|33|34|35|36|37|38|39|40	13
chr8	78960000	3|5|6|7|8|11|12	7
chr8	79120000	3|40	2
chr8	79640000	9|10	2
chr8	79680000	3|4|5|6|7|8|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr8	80040000	3|4|5|6|7|8|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr8	80080000	9	1
chr8	80240000	3|4|5|6|7|9|10|11|12|13|14|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	26
chr8	80480000	3|4|5	3
chr8	80600000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr8	80680000	4|5|10	3
chr8	81000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	17
chr8	81240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr8	81680000	3|4|5|6|7|8|9	7
chr8	81720000	10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr8	81880000	4|6|7|8|9|14|15|16|17|19	10
chr8	81920000	3	1
chr8	82280000	3|4|5	3
chr8	82320000	6|7|8|9	4
chr8	83120000	4	1
chr8	83320000	5	1
chr8	83560000	3	1
chr8	83840000	9|10|11|12	4
chr8	83880000	3|4|5|6|7|8	6
chr8	84440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	84480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	84640000	3	1
chr8	85040000	3	1
chr8	85080000	4|5	2
chr8	85280000	3|4|5|6|7|8	6
chr8	85440000	3|4	2
chr8	85640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	85840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	86040000	3|4	2
chr8	86360000	3|4|5	3
chr8	86520000	5|6|7|8	4
chr8	86560000	3|4|9|10|11|12|13|14|15|16|17	11
chr8	86800000	8|9|10|11|12|13|14|15|16|17|18|19	12
chr8	86840000	3|6|7	3
chr8	86880000	4|5	2
chr8	87600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	87640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	88320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr8	89240000	3|4|5|6|7|8|9	7
chr8	89720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	90000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	90240000	3	1
chr8	90480000	3|5	2
chr8	90600000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr8	90640000	15|16|36|37	4
chr8	90960000	3|4	2
chr8	91000000	5|6|7|8|9|10|11|12|13|14|15|16|17	13
chr8	91080000	3|4|5|6|7|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr8	91400000	13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	28
chr8	91440000	3|4|5|6|7|8|9|10|11|12	10
chr8	92040000	13	1
chr8	92080000	3|4|5|6|7|8|9|10|11|12|14	11
chr8	92800000	6|7	2
chr8	92840000	3|4|5	3
chr8	93080000	5	1
chr8	93360000	3|4|5|6	4
chr8	93480000	12	1
chr8	93680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	93960000	3|9|10	3
chr8	94000000	4|5|6|7|8|11|12|13|14|15|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	32
chr8	94360000	3|4|5|6	4
chr8	94400000	7|8	2
chr8	94480000	9|10|11|12|13|14|16|17|18	9
chr8	94520000	15|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	23
chr8	94560000	3	1
chr8	94720000	3|10|32|35|36|37	6
chr8	94760000	30|33|34	3
chr8	94800000	5|6|7|9|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|31	21
chr8	94880000	3|6|7|8|9|32|33	7
chr8	95040000	11|12|14|15	4
chr8	95280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	95560000	4	1
chr8	95600000	6	1
chr8	95880000	4|5|6|7	4
chr8	96240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	96320000	4|5	2
chr8	97160000	3|5|6|7|8|9	6
chr8	97200000	4|10	2
chr8	97560000	3|4|5|6|7|8|9|10|11|12|13	11
chr8	97600000	14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|35|36|37|38|39|40	25
chr8	97680000	32|33|34|35|36|37|38|39	8
chr8	97720000	3	1
chr8	98120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	98320000	3	1
chr8	98480000	26|28|29|30|31|32|33|34|35|36|37|38|39|40	14
chr8	98520000	11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|27	16
chr8	98560000	3|4|5|6|7|8|9|10	8
chr8	98720000	3	1
chr8	99000000	3|4|5|6|7|8|9	7
chr8	99040000	10	1
chr8	99160000	13|17	2
chr8	99360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	19
chr8	99840000	3|4|5|6|7|8	6
chr8	99880000	9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	32
chr8	100120000	3|4|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|40	32
chr8	100160000	5|6|7|8|38|39	6
chr8	100560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	100680000	9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	32
chr8	100840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	100920000	3|4|5|6|7|11|12|13|18|19	10
chr8	101320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	101520000	15|16	2
chr8	101600000	13|14|25	3
chr8	101640000	3|4|5|6|7|8|9|10|11|12|18|19|20|21|22|23	16
chr8	102200000	3	1
chr8	102240000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr8	102400000	3	1
chr8	102640000	3|4|5|6|7|8|9|22|23	9
chr8	102840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	103040000	7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr8	103080000	3|4|5|6	4
chr8	103320000	4	1
chr8	103520000	3|4|5|6|7|8|9|10|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr8	103600000	12	1
chr8	103680000	5|6|7|9|10|11|12|13|14	9
chr8	103720000	3	1
chr8	103760000	4	1
chr8	104120000	3|4|5	3
chr8	104320000	4	1
chr8	104480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	104760000	14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	27
chr8	104800000	3|4|5|6|7|8|9|10|11|12|13	11
chr8	105000000	3|4	2
chr8	105400000	3|4|5|6|7	5
chr8	105760000	3	1
chr8	105800000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|22|23|40	18
chr8	105880000	9|10|11|12|13|14|15|17|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	29
chr8	105920000	3|4|5	3
chr8	106160000	3	1
chr8	106600000	4|5|6|7|8	5
chr8	106680000	5|6|7|8|9|10|11|12|13|14|15	11
chr8	106720000	16|17|18|19	4
chr8	107040000	4	1
chr8	107280000	4	1
chr8	107560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	107600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	107800000	3|4	2
chr8	108080000	3	1
chr8	108200000	6|7	2
chr8	108240000	3|4|5|8	4
chr8	108440000	3	1
chr8	108480000	4	1
chr8	108720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17	15
chr8	108760000	18|19|25	3
chr8	108840000	20|21|22|23|25|26|27|28|30	9
chr8	108880000	3|5|6|24	4
chr8	108920000	4	1
chr8	109320000	3|4|5|6|7|8|9|10|12|13|14|34|35|36|37|38|39|40	18
chr8	109360000	11	1
chr8	109520000	3	1
chr8	109720000	3|4|5|6|7|8|9|10|21|22|23|24|25|26|27	15
chr8	110040000	18|19|20|21|22|23|24|25	8
chr8	110080000	6|15|16|17	4
chr8	110120000	3|4|5|7|8|9|10|11|12|13|14	11
chr8	110360000	3|4|5	3
chr8	110840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17	15
chr8	110880000	18|19|20	3
chr8	111080000	3|4	2
chr8	111280000	3	1
chr8	111360000	10	1
chr8	111400000	5|6|7|8|9	5
chr8	111440000	3|4	2
chr8	111840000	3|4|5	3
chr8	111880000	20|21|22|23|24|25|26|27	8
chr8	111920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	17
chr8	112360000	4|6	2
chr8	112480000	9	1
chr8	112760000	4	1
chr8	112800000	3	1
chr8	113000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	113040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr8	113200000	3	1
chr8	113440000	3|4|5|6|7|8|9	7
chr8	113840000	3	1
chr8	114080000	5|6|7|8|9	5
chr8	114440000	5	1
chr8	114480000	4	1
chr8	114800000	5|7	2
chr8	114840000	3|4|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr8	115080000	3|4|10|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	28
chr8	115120000	5|6|7|8|9|11|12|13|14|15	10
chr8	115640000	3	1
chr8	115960000	3|4|5|6	4
chr8	116440000	3|4|5|6	4
chr8	116480000	7|8|9	3
chr8	116520000	10|11|12|13|14|15|16|17|18|19|20|21	12
