chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loopID	Benign	Malignant	Consistent_in_benign_or_tumour
chr1	83910000	83940000	chr1	84420000	84460000	660	663	660_663	0	2	FALSE
chr1	83910000	83940000	chr1	84600000	84620000	660	665	660_665	0	1	FALSE
chr6	50790000	50840000	chr6	51380000	51390000	6613	6616	6613_6616	0	1	FALSE
chr6	50790000	50840000	chr6	51420000	51430000	6613	6617	6613_6617	0	1	FALSE
chr6	50790000	50840000	chr6	51680000	51690000	6613	6619	6613_6619	0	1	FALSE
chr1	84100000	84160000	chr1	84530000	84540000	661	664	661_664	0	1	FALSE
chr1	84100000	84160000	chr1	84920000	84930000	661	667	661_667	0	1	FALSE
chr6	52270000	52290000	chr6	52640000	52680000	6625	6628	6625_6628	1	1	FALSE
chr6	52820000	52830000	chr6	53040000	53070000	6629	6630	6629_6630	0	1	FALSE
chr6	53130000	53140000	chr6	53700000	53730000	6632	6639	6632_6639	0	1	FALSE
chr6	53440000	53520000	chr6	53940000	53960000	6637	6642	6637_6642	1	1	FALSE
chr6	53760000	53770000	chr6	53940000	53960000	6640	6642	6640_6642	0	1	FALSE
chr6	53970000	54010000	chr6	54840000	54850000	6643	6648	6643_6648	0	1	FALSE
chr6	53970000	54010000	chr6	55230000	55250000	6643	6652	6643_6652	2	2	FALSE
chr6	55210000	55220000	chr6	56270000	56310000	6651	6661	6651_6661	0	1	FALSE
chr6	55320000	55330000	chr6	56270000	56310000	6654	6661	6654_6661	0	1	FALSE
chr6	67050000	67060000	chr6	68320000	68330000	6688	6693	6688_6693	0	1	FALSE
chr6	68970000	68980000	chr6	69730000	69740000	6698	6705	6698_6705	0	1	FALSE
chr6	70670000	70720000	chr6	70980000	71020000	6714	6716	6714_6716	0	1	FALSE
chr6	71180000	71200000	chr6	71500000	71520000	6718	6722	6718_6722	0	1	FALSE
chr6	71620000	71630000	chr6	72070000	72110000	6727	6731	6727_6731	0	1	FALSE
chr6	71860000	71870000	chr6	72070000	72110000	6728	6731	6728_6731	0	1	FALSE
chr6	72400000	72430000	chr6	72600000	72640000	6733	6735	6733_6735	0	1	FALSE
chr6	72400000	72430000	chr6	73320000	73330000	6733	6739	6733_6739	0	1	FALSE
chr6	72600000	72640000	chr6	72980000	72990000	6735	6737	6735_6737	0	1	FALSE
chr6	73760000	73770000	chr6	75180000	75230000	6744	6752	6744_6752	0	1	FALSE
chr6	73980000	73990000	chr6	75180000	75230000	6746	6752	6746_6752	0	1	FALSE
chr6	74600000	74610000	chr6	75180000	75230000	6751	6752	6751_6752	0	1	FALSE
chr6	75940000	75950000	chr6	76860000	76870000	6758	6759	6758_6759	0	1	FALSE
chr6	80600000	80610000	chr6	81760000	81770000	6763	6765	6763_6765	0	1	FALSE
chr6	80990000	81000000	chr6	82110000	82120000	6764	6766	6764_6766	0	1	FALSE
chr6	82460000	82470000	chr6	83020000	83060000	6771	6774	6771_6774	0	1	FALSE
chr1	86490000	86510000	chr1	86630000	86640000	677	678	677_678	0	1	FALSE
chr6	87140000	87150000	chr6	87470000	87490000	6791	6792	6791_6792	1	1	FALSE
chr6	89940000	89970000	chr6	90280000	90290000	6805	6806	6805_6806	0	1	FALSE
chr6	90280000	90290000	chr6	90460000	90490000	6806	6808	6806_6808	0	1	FALSE
chr6	90620000	90630000	chr6	90880000	90890000	6810	6811	6810_6811	0	1	FALSE
chr6	91090000	91100000	chr6	92640000	92650000	6812	6813	6812_6813	0	1	FALSE
chr6	97470000	97480000	chr6	99120000	99130000	6821	6825	6821_6825	0	1	FALSE
chr6	97490000	97510000	chr6	98830000	98840000	6822	6824	6822_6824	0	1	FALSE
chr6	100160000	100170000	chr6	100340000	100350000	6830	6831	6830_6831	0	1	FALSE
chr6	105080000	105100000	chr6	106270000	106320000	6840	6847	6840_6847	0	1	FALSE
chr6	105380000	105430000	chr6	106270000	106320000	6841	6847	6841_6847	1	1	FALSE
chr6	108080000	108120000	chr6	109050000	109100000	6860	6868	6860_6868	0	1	FALSE
chr6	110030000	110060000	chr6	110370000	110410000	6875	6877	6875_6877	0	2	FALSE
chr6	110450000	110460000	chr6	111200000	111230000	6878	6885	6878_6885	0	1	FALSE
chr6	111250000	111280000	chr6	111460000	111480000	6886	6887	6886_6887	1	2	FALSE
chr6	111250000	111280000	chr6	111980000	112040000	6886	6890	6886_6890	1	1	FALSE
chr6	111250000	111280000	chr6	112050000	112060000	6886	6891	6886_6891	1	1	FALSE
chr1	88150000	88160000	chr1	88290000	88310000	688	690	688_690	0	1	FALSE
chr6	112200000	112210000	chr6	113840000	113930000	6893	6904	6893_6904	0	1	FALSE
chr6	113600000	113610000	chr6	113840000	113930000	6901	6904	6901_6904	0	1	FALSE
chr6	114000000	114010000	chr6	114300000	114320000	6906	6908	6906_6908	0	1	FALSE
chr6	114960000	114970000	chr6	115870000	115880000	6911	6916	6911_6916	0	1	FALSE
chr6	115000000	115010000	chr6	115650000	115660000	6912	6915	6912_6915	0	1	FALSE
chr6	117850000	117860000	chr6	118260000	118300000	6932	6934	6932_6934	0	1	FALSE
chr6	119140000	119160000	chr6	119970000	119980000	6940	6943	6940_6943	0	1	FALSE
chr6	119140000	119160000	chr6	120460000	120470000	6940	6945	6940_6945	0	1	FALSE
chr6	122020000	122050000	chr6	122170000	122200000	6952	6953	6952_6953	0	1	FALSE
chr6	122870000	122910000	chr6	123300000	123340000	6957	6958	6957_6958	2	4	TRUE
chr6	123780000	123820000	chr6	124510000	124520000	6961	6964	6961_6964	0	1	FALSE
chr6	123990000	124000000	chr6	124170000	124180000	6962	6963	6962_6963	0	1	FALSE
chr6	125290000	125330000	chr6	125990000	126030000	6973	6979	6973_6979	0	1	FALSE
chr6	127720000	127750000	chr6	129360000	129380000	6988	7001	6988_7001	0	1	FALSE
chr6	127810000	127820000	chr6	129250000	129290000	6989	7000	6989_7000	0	1	FALSE
chr6	128090000	128100000	chr6	128530000	128560000	6992	6996	6992_6996	0	1	FALSE
chr6	129570000	129610000	chr6	130000000	130030000	7003	7005	7003_7005	1	1	FALSE
chr6	130340000	130350000	chr6	130690000	130720000	7008	7009	7008_7009	0	1	FALSE
chr6	132550000	132560000	chr6	133410000	133420000	7026	7033	7026_7033	0	1	FALSE
chr6	132810000	132850000	chr6	134080000	134100000	7029	7038	7029_7038	0	1	FALSE
chr6	133560000	133580000	chr6	133890000	133940000	7035	7037	7035_7037	5	3	TRUE
chr6	134130000	134190000	chr6	134590000	134600000	7039	7042	7039_7042	0	1	FALSE
chr6	134130000	134190000	chr6	134720000	134730000	7039	7044	7039_7044	0	1	FALSE
chr1	90100000	90110000	chr1	91150000	91180000	704	707	704_707	0	1	FALSE
chr6	135480000	135540000	chr6	136070000	136080000	7054	7060	7054_7060	0	1	FALSE
chr6	135610000	135620000	chr6	136200000	136240000	7055	7062	7055_7062	0	1	FALSE
chr6	135660000	135670000	chr6	136200000	136240000	7057	7062	7057_7062	0	1	FALSE
chr6	135900000	135930000	chr6	136200000	136240000	7059	7062	7059_7062	0	1	FALSE
chr6	136290000	136340000	chr6	136530000	136560000	7064	7066	7064_7066	0	1	FALSE
chr6	136840000	136850000	chr6	137610000	137650000	7071	7077	7071_7077	0	1	FALSE
chr6	137160000	137180000	chr6	137610000	137650000	7074	7077	7074_7077	2	1	FALSE
chr6	139210000	139240000	chr6	140430000	140460000	7093	7103	7093_7103	0	1	FALSE
chr6	139340000	139400000	chr6	139810000	139820000	7094	7096	7094_7096	0	1	FALSE
chr6	139340000	139400000	chr6	139910000	139920000	7094	7099	7094_7099	0	1	FALSE
chr1	91400000	91410000	chr1	91900000	91940000	709	714	709_714	0	1	FALSE
chr6	140750000	140760000	chr6	141540000	141560000	7104	7107	7104_7107	0	1	FALSE
chr6	140920000	140930000	chr6	141570000	141580000	7106	7108	7106_7108	0	1	FALSE
chr6	142150000	142160000	chr6	142380000	142390000	7112	7113	7112_7113	0	1	FALSE
chr6	142460000	142480000	chr6	143410000	143440000	7114	7120	7114_7120	3	1	TRUE
chr6	142930000	142960000	chr6	143410000	143440000	7117	7120	7117_7120	0	1	FALSE
chr6	144280000	144300000	chr6	144440000	144450000	7130	7133	7130_7133	0	1	FALSE
chr6	144280000	144300000	chr6	144460000	144500000	7130	7134	7130_7134	1	2	FALSE
chr6	144570000	144600000	chr6	145030000	145060000	7135	7138	7135_7138	1	2	FALSE
chr6	144570000	144600000	chr6	145220000	145240000	7135	7140	7135_7140	1	1	FALSE
chr6	144570000	144600000	chr6	145620000	145650000	7135	7141	7135_7141	1	1	FALSE
chr6	144810000	144820000	chr6	145220000	145240000	7136	7140	7136_7140	0	1	FALSE
chr6	145970000	145980000	chr6	146690000	146710000	7145	7148	7145_7148	0	1	FALSE
chr6	146850000	146870000	chr6	147220000	147230000	7149	7153	7149_7153	0	1	FALSE
chr6	146890000	146900000	chr6	147250000	147260000	7150	7154	7150_7154	0	1	FALSE
chr6	147490000	147520000	chr6	148230000	148270000	7158	7160	7158_7160	2	2	FALSE
chr6	148560000	148590000	chr6	148980000	148990000	7164	7168	7164_7168	0	1	FALSE
chr6	148730000	148770000	chr6	149500000	149530000	7165	7174	7165_7174	0	1	FALSE
chr6	150410000	150440000	chr6	150550000	150560000	7181	7182	7181_7182	0	1	FALSE
chr6	151650000	151690000	chr6	152100000	152150000	7190	7193	7190_7193	1	3	TRUE
chr6	151710000	151720000	chr6	152250000	152290000	7191	7194	7191_7194	0	1	FALSE
chr6	152540000	152560000	chr6	152650000	152680000	7197	7198	7197_7198	2	2	FALSE
chr6	153060000	153070000	chr6	153490000	153520000	7202	7203	7202_7203	0	1	FALSE
chr6	154140000	154170000	chr6	154310000	154320000	7204	7206	7204_7206	0	1	FALSE
chr6	155310000	155350000	chr6	155520000	155540000	7218	7220	7218_7220	1	1	FALSE
chr6	155310000	155350000	chr6	156760000	156790000	7218	7225	7218_7225	0	1	FALSE
chr6	155310000	155350000	chr6	157170000	157190000	7218	7228	7218_7228	0	1	FALSE
chr6	156560000	156580000	chr6	156760000	156790000	7223	7225	7223_7225	0	1	FALSE
chr6	156560000	156580000	chr6	157010000	157050000	7223	7227	7223_7227	0	1	FALSE
chr6	157310000	157360000	chr6	157860000	157870000	7230	7235	7230_7235	0	1	FALSE
chr6	158200000	158230000	chr6	158640000	158650000	7238	7242	7238_7242	0	1	FALSE
chr6	158200000	158230000	chr6	158960000	158980000	7238	7247	7238_7247	0	1	FALSE
chr6	158820000	158840000	chr6	158960000	158980000	7246	7247	7246_7247	1	1	FALSE
chr6	159840000	159850000	chr6	160520000	160550000	7252	7257	7252_7257	0	1	FALSE
chr6	161230000	161240000	chr6	161350000	161380000	7262	7263	7262_7263	0	1	FALSE
chr6	161620000	161630000	chr6	162330000	162340000	7265	7267	7265_7267	0	1	FALSE
chr6	163440000	163450000	chr6	163560000	163570000	7270	7271	7270_7271	0	1	FALSE
chr6	165720000	165740000	chr6	165840000	165860000	7276	7277	7276_7277	2	1	FALSE
chr6	167300000	167310000	chr6	167880000	167920000	7285	7289	7285_7289	0	1	FALSE
chr6	167320000	167330000	chr6	167880000	167920000	7286	7289	7286_7289	0	1	FALSE
chr6	168140000	168190000	chr6	168870000	168900000	7291	7299	7291_7299	0	1	FALSE
chr7	310000	350000	chr7	840000	870000	7310	7314	7310_7314	2	1	FALSE
chr7	1490000	1500000	chr7	2200000	2230000	7319	7323	7319_7323	0	1	FALSE
chr7	1570000	1600000	chr7	2070000	2080000	7320	7322	7320_7322	1	1	FALSE
chr7	2450000	2480000	chr7	2670000	2690000	7327	7328	7327_7328	1	2	FALSE
chr7	2450000	2480000	chr7	2810000	2820000	7327	7329	7327_7329	0	1	FALSE
chr7	2910000	2920000	chr7	4410000	4420000	7331	7335	7331_7335	0	1	FALSE
chr7	5360000	5370000	chr7	5660000	5700000	7341	7345	7341_7345	0	1	FALSE
chr7	6520000	6550000	chr7	6930000	6940000	7352	7354	7352_7354	0	1	FALSE
chr7	7590000	7620000	chr7	8100000	8110000	7360	7362	7360_7362	0	1	FALSE
chr7	7590000	7620000	chr7	8200000	8250000	7360	7363	7360_7363	3	2	TRUE
chr7	7630000	7650000	chr7	8200000	8250000	7361	7363	7361_7363	1	1	FALSE
chr7	10020000	10030000	chr7	10400000	10420000	7367	7368	7367_7368	0	1	FALSE
chr7	10400000	10420000	chr7	11330000	11340000	7368	7370	7368_7370	0	1	FALSE
chr7	10910000	10920000	chr7	11330000	11340000	7369	7370	7369_7370	0	1	FALSE
chr7	11400000	11440000	chr7	12460000	12480000	7372	7378	7372_7378	1	2	FALSE
chr7	11830000	11860000	chr7	12310000	12350000	7374	7376	7374_7376	0	1	FALSE
chr7	12610000	12640000	chr7	13240000	13310000	7380	7386	7380_7386	2	1	FALSE
chr7	13240000	13310000	chr7	14610000	14620000	7386	7397	7386_7397	0	1	FALSE
chr7	13340000	13350000	chr7	14490000	14500000	7387	7395	7387_7395	0	1	FALSE
chr7	13760000	13770000	chr7	14440000	14480000	7392	7394	7392_7394	0	1	FALSE
chr7	14850000	14860000	chr7	14980000	14990000	7400	7401	7400_7401	0	1	FALSE
chr7	15290000	15330000	chr7	15720000	15730000	7403	7405	7403_7405	0	1	FALSE
chr7	15290000	15330000	chr7	16540000	16580000	7403	7409	7403_7409	0	2	FALSE
chr7	15340000	15360000	chr7	16380000	16390000	7404	7407	7404_7407	0	1	FALSE
chr7	16790000	16800000	chr7	16890000	16920000	7411	7412	7411_7412	0	1	FALSE
chr7	17290000	17330000	chr7	17550000	17560000	7414	7417	7414_7417	0	1	FALSE
chr1	97080000	97090000	chr1	98450000	98460000	741	747	741_747	0	1	FALSE
chr7	17760000	17790000	chr7	18310000	18370000	7420	7421	7420_7421	2	2	FALSE
chr7	17760000	17790000	chr7	18560000	18590000	7420	7422	7420_7422	0	1	FALSE
chr7	18560000	18590000	chr7	19650000	19680000	7422	7427	7422_7427	0	1	FALSE
chr7	18700000	18710000	chr7	19120000	19150000	7424	7425	7424_7425	0	1	FALSE
chr7	19710000	19770000	chr7	20520000	20550000	7428	7435	7428_7435	1	1	FALSE
chr7	20760000	20790000	chr7	21760000	21780000	7438	7447	7438_7447	0	1	FALSE
chr7	20760000	20790000	chr7	21980000	22020000	7438	7448	7438_7448	2	1	FALSE
chr7	20850000	20860000	chr7	21760000	21780000	7440	7447	7440_7447	0	1	FALSE
chr7	20910000	20920000	chr7	21120000	21130000	7441	7443	7441_7443	0	1	FALSE
chr7	23270000	23290000	chr7	23460000	23480000	7455	7457	7455_7457	1	1	FALSE
chr7	23350000	23360000	chr7	23700000	23720000	7456	7459	7456_7459	0	1	FALSE
chr7	25820000	25910000	chr7	26230000	26240000	7475	7478	7475_7478	0	1	FALSE
chr7	25820000	25910000	chr7	26600000	26610000	7475	7482	7475_7482	0	1	FALSE
chr7	26060000	26110000	chr7	27120000	27180000	7476	7487	7476_7487	1	1	FALSE
chr7	26840000	26870000	chr7	27090000	27100000	7485	7486	7485_7486	0	1	FALSE
chr7	27190000	27250000	chr7	27620000	27630000	7488	7490	7488_7490	0	1	FALSE
chr7	27740000	27800000	chr7	27910000	27930000	7492	7493	7492_7493	0	1	FALSE
chr7	28480000	28490000	chr7	28840000	28870000	7500	7504	7500_7504	0	1	FALSE
chr7	28590000	28610000	chr7	28840000	28870000	7502	7504	7502_7504	0	2	FALSE
chr7	29140000	29150000	chr7	29390000	29420000	7507	7509	7507_7509	0	1	FALSE
chr7	29630000	29640000	chr7	30050000	30100000	7510	7513	7510_7513	1	1	FALSE
chr7	30150000	30190000	chr7	30480000	30490000	7514	7517	7514_7517	0	1	FALSE
chr7	30260000	30290000	chr7	30480000	30490000	7515	7517	7515_7517	1	1	FALSE
chr7	31030000	31040000	chr7	31720000	31780000	7521	7525	7521_7525	0	1	FALSE
chr7	32770000	32800000	chr7	33050000	33070000	7530	7532	7530_7532	0	2	FALSE
chr7	33320000	33330000	chr7	33860000	33880000	7537	7540	7537_7540	0	1	FALSE
chr7	33430000	33450000	chr7	33890000	33950000	7538	7541	7538_7541	0	1	FALSE
chr7	36460000	36500000	chr7	36650000	36660000	7551	7552	7551_7552	1	1	FALSE
chr7	36460000	36500000	chr7	36950000	37000000	7551	7554	7551_7554	0	1	FALSE
chr7	37900000	37920000	chr7	38090000	38120000	7562	7564	7562_7564	0	2	FALSE
chr7	37900000	37920000	chr7	38340000	38360000	7562	7567	7562_7567	1	2	FALSE
chr7	37980000	37990000	chr7	38340000	38360000	7563	7567	7563_7567	0	1	FALSE
chr7	38090000	38120000	chr7	38190000	38240000	7564	7565	7564_7565	1	1	FALSE
chr7	38190000	38240000	chr7	38300000	38330000	7565	7566	7565_7566	0	1	FALSE
chr7	38430000	38440000	chr7	39400000	39410000	7569	7577	7569_7577	0	1	FALSE
chr7	38670000	38680000	chr7	39430000	39540000	7572	7578	7572_7578	0	1	FALSE
chr7	38880000	38890000	chr7	39430000	39540000	7574	7578	7574_7578	0	1	FALSE
chr7	40480000	40490000	chr7	41680000	41740000	7587	7600	7587_7600	0	1	FALSE
chr7	40500000	40510000	chr7	41680000	41740000	7588	7600	7588_7600	0	1	FALSE
chr1	100910000	100940000	chr1	101220000	101230000	758	759	758_759	0	1	FALSE
chr7	40690000	40700000	chr7	41680000	41740000	7590	7600	7590_7600	0	1	FALSE
chr7	41940000	42010000	chr7	42220000	42260000	7602	7604	7602_7604	0	1	FALSE
chr7	41940000	42010000	chr7	43240000	43280000	7602	7615	7602_7615	0	1	FALSE
chr7	42220000	42260000	chr7	42880000	42890000	7604	7610	7604_7610	0	1	FALSE
chr7	42270000	42280000	chr7	42680000	42710000	7605	7608	7605_7608	0	1	FALSE
chr1	103090000	103100000	chr1	103500000	103510000	761	762	761_762	0	1	FALSE
chr7	44070000	44090000	chr7	44460000	44500000	7622	7625	7622_7625	0	1	FALSE
chr7	44070000	44090000	chr7	44540000	44610000	7622	7626	7622_7626	0	1	FALSE
chr7	44100000	44120000	chr7	44810000	44820000	7623	7628	7623_7628	0	1	FALSE
chr7	44210000	44260000	chr7	45110000	45140000	7624	7632	7624_7632	0	1	FALSE
chr7	45150000	45170000	chr7	45650000	45670000	7633	7635	7633_7635	0	1	FALSE
chr7	45880000	45940000	chr7	47130000	47140000	7637	7643	7637_7643	0	1	FALSE
chr7	45880000	45940000	chr7	47790000	47840000	7637	7652	7637_7652	0	1	FALSE
chr7	47550000	47600000	chr7	47790000	47840000	7649	7652	7649_7652	2	3	TRUE
chr7	48290000	48310000	chr7	48970000	48980000	7655	7657	7655_7657	0	1	FALSE
chr7	48290000	48310000	chr7	49830000	49860000	7655	7662	7655_7662	1	3	TRUE
chr7	48330000	48340000	chr7	49800000	49810000	7656	7661	7656_7661	0	1	FALSE
chr7	48990000	49010000	chr7	49800000	49810000	7658	7661	7658_7661	0	1	FALSE
chr1	106760000	106770000	chr1	107120000	107140000	765	766	765_766	0	1	FALSE
chr7	49110000	49120000	chr7	49980000	49990000	7660	7663	7660_7663	0	1	FALSE
chr7	50080000	50090000	chr7	51130000	51170000	7664	7676	7664_7676	0	1	FALSE
chr7	50450000	50480000	chr7	51110000	51120000	7669	7675	7669_7675	0	1	FALSE
chr7	50600000	50630000	chr7	51130000	51170000	7670	7676	7670_7676	2	1	FALSE
chr7	51770000	51780000	chr7	52250000	52270000	7679	7683	7679_7683	0	1	FALSE
chr7	52010000	52020000	chr7	53260000	53280000	7682	7684	7682_7684	0	1	FALSE
chr7	54750000	54800000	chr7	55180000	55190000	7686	7690	7686_7690	0	1	FALSE
chr1	107430000	107440000	chr1	107740000	107760000	768	771	768_771	0	1	FALSE
chr7	55390000	55420000	chr7	56070000	56080000	7692	7698	7692_7698	0	1	FALSE
chr7	64060000	64070000	chr7	64600000	64640000	7699	7706	7699_7706	0	1	FALSE
chr7	64380000	64390000	chr7	64600000	64640000	7704	7706	7704_7706	0	1	FALSE
chr7	64940000	64970000	chr7	65350000	65360000	7707	7709	7707_7709	0	1	FALSE
chr7	66000000	66010000	chr7	66860000	66890000	7710	7723	7710_7723	0	1	FALSE
chr7	66020000	66050000	chr7	66430000	66450000	7711	7715	7711_7715	0	1	FALSE
chr7	66020000	66050000	chr7	66540000	66570000	7711	7718	7711_7718	0	1	FALSE
chr7	66020000	66050000	chr7	66860000	66890000	7711	7723	7711_7723	0	1	FALSE
chr7	66020000	66050000	chr7	66960000	67010000	7711	7725	7711_7725	1	1	FALSE
chr7	66130000	66150000	chr7	66460000	66480000	7712	7716	7712_7716	1	1	FALSE
chr7	66190000	66200000	chr7	66500000	66520000	7713	7717	7713_7717	0	1	FALSE
chr7	66540000	66570000	chr7	66800000	66810000	7718	7721	7718_7721	0	1	FALSE
chr7	67390000	67400000	chr7	68640000	68660000	7727	7750	7727_7750	0	1	FALSE
chr7	67590000	67610000	chr7	68390000	68420000	7730	7744	7730_7744	0	1	FALSE
chr7	67590000	67610000	chr7	69040000	69090000	7730	7759	7730_7759	0	1	FALSE
chr7	67660000	67670000	chr7	68600000	68610000	7732	7749	7732_7749	0	1	FALSE
chr7	67770000	67780000	chr7	69000000	69030000	7733	7758	7733_7758	0	1	FALSE
chr7	67950000	67960000	chr7	69000000	69030000	7736	7758	7736_7758	0	1	FALSE
chr7	68060000	68070000	chr7	69000000	69030000	7739	7758	7739_7758	0	1	FALSE
chr7	68090000	68120000	chr7	69180000	69200000	7740	7761	7740_7761	0	1	FALSE
chr7	68140000	68200000	chr7	68560000	68580000	7741	7748	7741_7748	0	1	FALSE
chr7	68210000	68230000	chr7	68330000	68340000	7742	7743	7742_7743	0	1	FALSE
chr7	68470000	68480000	chr7	68760000	68770000	7746	7752	7746_7752	0	1	FALSE
chr7	68780000	68800000	chr7	69540000	69570000	7753	7767	7753_7767	0	1	FALSE
chr7	69000000	69030000	chr7	69620000	69640000	7758	7769	7758_7769	0	1	FALSE
chr7	69390000	69410000	chr7	69910000	69930000	7765	7773	7765_7773	0	1	FALSE
chr7	69390000	69410000	chr7	70020000	70070000	7765	7774	7765_7774	0	1	FALSE
chr7	69420000	69450000	chr7	69910000	69930000	7766	7773	7766_7773	0	1	FALSE
chr7	69600000	69610000	chr7	69850000	69880000	7768	7772	7768_7772	0	1	FALSE
chr7	70100000	70110000	chr7	70660000	70720000	7775	7785	7775_7785	0	1	FALSE
chr7	70180000	70210000	chr7	70340000	70360000	7777	7779	7777_7779	0	1	FALSE
chr7	70340000	70360000	chr7	70660000	70720000	7779	7785	7779_7785	0	1	FALSE
chr7	70740000	70750000	chr7	71700000	71760000	7786	7803	7786_7803	0	2	FALSE
chr7	70820000	70870000	chr7	71240000	71290000	7787	7794	7787_7794	0	1	FALSE
chr7	70820000	70870000	chr7	71580000	71590000	7787	7800	7787_7800	1	1	FALSE
chr7	70820000	70870000	chr7	71650000	71670000	7787	7802	7787_7802	1	1	FALSE
chr7	70940000	70970000	chr7	71700000	71760000	7789	7803	7789_7803	0	2	FALSE
chr7	71040000	71060000	chr7	71610000	71620000	7790	7801	7790_7801	0	1	FALSE
chr7	71040000	71060000	chr7	71700000	71760000	7790	7803	7790_7803	0	1	FALSE
chr7	71090000	71150000	chr7	71470000	71500000	7792	7796	7792_7796	0	1	FALSE
chr7	71240000	71290000	chr7	71700000	71760000	7794	7803	7794_7803	1	2	FALSE
chr7	73710000	73740000	chr7	73840000	73890000	7812	7813	7812_7813	0	1	FALSE
chr7	76170000	76190000	chr7	76310000	76320000	7830	7832	7830_7832	0	1	FALSE
chr7	76370000	76380000	chr7	77320000	77330000	7833	7834	7833_7834	0	1	FALSE
chr7	78020000	78050000	chr7	78800000	78810000	7841	7849	7841_7849	0	1	FALSE
chr1	109760000	109790000	chr1	109960000	109970000	784	785	784_785	1	1	FALSE
chr7	79280000	79290000	chr7	80030000	80040000	7853	7855	7853_7855	0	1	FALSE
chr7	79300000	79310000	chr7	80030000	80040000	7854	7855	7854_7855	0	1	FALSE
chr7	80050000	80120000	chr7	80640000	80670000	7856	7861	7856_7861	0	1	FALSE
chr7	80950000	80960000	chr7	81430000	81470000	7865	7867	7865_7867	0	1	FALSE
chr7	82790000	82830000	chr7	83070000	83080000	7877	7878	7877_7878	0	1	FALSE
chr7	83930000	83950000	chr7	85490000	85500000	7885	7895	7885_7895	0	1	FALSE
chr7	85180000	85210000	chr7	85830000	85860000	7892	7898	7892_7898	0	1	FALSE
chr7	85880000	85910000	chr7	86450000	86470000	7899	7900	7899_7900	1	1	FALSE
chr7	86880000	86910000	chr7	87220000	87250000	7902	7905	7902_7905	0	1	FALSE
chr7	87820000	87830000	chr7	88120000	88130000	7909	7910	7909_7910	0	1	FALSE
chr7	88350000	88380000	chr7	90070000	90080000	7913	7920	7913_7920	0	1	FALSE
chr7	89250000	89260000	chr7	89890000	89900000	7916	7919	7916_7919	0	1	FALSE
chr7	91260000	91290000	chr7	91770000	91820000	7930	7934	7930_7934	0	1	FALSE
chr7	92600000	92640000	chr7	92990000	93000000	7939	7943	7939_7943	0	1	FALSE
chr7	93730000	93740000	chr7	94270000	94300000	7948	7954	7948_7954	0	1	FALSE
chr7	93900000	93910000	chr7	94060000	94090000	7951	7953	7951_7953	1	1	FALSE
chr7	94270000	94300000	chr7	94390000	94410000	7954	7955	7954_7955	1	1	FALSE
chr7	94430000	94460000	chr7	95120000	95140000	7956	7961	7956_7961	0	1	FALSE
chr7	94430000	94460000	chr7	95240000	95270000	7956	7963	7956_7963	1	1	FALSE
chr7	95240000	95270000	chr7	95460000	95490000	7963	7965	7963_7965	1	1	FALSE
chr7	95520000	95540000	chr7	95860000	95930000	7966	7970	7966_7970	0	1	FALSE
chr1	111470000	111510000	chr1	112330000	112360000	796	806	796_806	0	1	FALSE
chr7	95860000	95930000	chr7	96060000	96090000	7970	7971	7970_7971	0	1	FALSE
chr7	96290000	96310000	chr7	97010000	97070000	7972	7976	7972_7976	1	1	FALSE
chr7	96400000	96440000	chr7	96790000	96810000	7973	7975	7973_7975	0	2	FALSE
chr7	98010000	98030000	chr7	98230000	98240000	7980	7982	7980_7982	0	1	FALSE
chr1	111690000	111700000	chr1	112330000	112360000	799	806	799_806	0	1	FALSE
chr1	8940000	8950000	chr1	9570000	9620000	79	83	79_83	0	1	FALSE
chr1	111710000	111720000	chr1	112330000	112360000	800	806	800_806	0	1	FALSE
chr7	102830000	102840000	chr7	103030000	103050000	8020	8021	8020_8021	1	1	FALSE
chr7	103500000	103510000	chr7	104140000	104180000	8022	8026	8022_8026	0	1	FALSE
chr7	105640000	105660000	chr7	106130000	106200000	8037	8042	8037_8042	1	1	FALSE
chr7	106780000	106810000	chr7	107860000	107900000	8051	8060	8051_8060	0	1	FALSE
chr7	107170000	107230000	chr7	107660000	107680000	8054	8058	8054_8058	0	1	FALSE
chr7	107170000	107230000	chr7	107860000	107900000	8054	8060	8054_8060	2	2	FALSE
chr7	107430000	107480000	chr7	107660000	107680000	8056	8058	8056_8058	0	1	FALSE
chr7	107430000	107480000	chr7	107860000	107900000	8056	8060	8056_8060	1	2	FALSE
chr7	107860000	107900000	chr7	108130000	108150000	8060	8061	8060_8061	2	3	TRUE
chr7	108200000	108210000	chr7	108440000	108450000	8063	8064	8063_8064	0	1	FALSE
chr7	109840000	109850000	chr7	111480000	111500000	8070	8075	8070_8075	0	1	FALSE
chr7	111850000	111870000	chr7	112390000	112420000	8078	8081	8078_8081	0	1	FALSE
chr7	112010000	112020000	chr7	112390000	112420000	8079	8081	8079_8081	0	1	FALSE
chr1	112380000	112400000	chr1	112470000	112480000	807	808	807_808	1	2	FALSE
chr7	114860000	114880000	chr7	115670000	115680000	8090	8091	8090_8091	0	1	FALSE
chr7	114860000	114880000	chr7	115730000	115740000	8090	8092	8090_8092	0	1	FALSE
chr1	112490000	112500000	chr1	112600000	112630000	809	810	809_810	0	1	FALSE
