Protein Group	Gene	Protein name	CPCG0268	CPCG0366	CPCG0255	CPCG0258	CPCG0324	CPCG0246	CPCG0342	CPCG0336	CPCG0339	CPCG0331	CPCG0346	CPCG0365	CPCG0345
Q9UQ35;Q9UQ35-2;Q9UQ35-3	SRRM2	Serine/arginine repetitive matrix protein 2	25.23113625	26.12396976	24.273329	26.31967052	26.05024535	26.35052426	23.073562	23.17835055	17.29043171	25.18219144	25.68578632	26.03104684	25.2375615
Q9UQ80;Q9UQ80-2	PA2G4	Proliferation-associated protein 2G4	30.07099188	30.77224869	30.67117874	30.74822878	30.65634677	30.00090951	30.4636899	31.2015507	30.08439111	30.42015988	30.72348836	30.31289885	30.89693913
Q9UQ90;Q9UQ90-2	SPG7	Paraplegin	23.31314161	24.10488402	20.21449562	20.25437283	23.60470945	16.58205417	25.55947647	24.20144725	23.44335765	23.49330867	22.63846006	20.10751614	23.97692037
Q9UQB3-2;Q9UQB3	CTNND2	Catenin delta-2	NA	NA	21.19453007	NA	12.95420833	14.27970805	NA	NA	NA	18.16851416	20.02113896	NA	NA
Q9UQB8-3;Q9UQB8-5;Q9UQB8-4;Q9UQB8-2;Q9UQB8;Q9UQB8-6	BAIAP2	Brain-specific angiogenesis inhibitor 1-associated protein 2	27.99761736	28.20979104	28.81349529	28.27793024	28.78597197	29.04757388	27.78350599	27.9767564	28.0308223	27.61570663	28.42996066	29.20361724	28.67976461
Q9UQE7	SMC3	Structural maintenance of chromosomes protein 3	28.96333721	28.82726461	28.00377183	28.96748103	29.45796479	28.67236047	28.5976714	29.10239756	28.47388805	28.37992021	28.43734797	28.09149259	28.90889136
Q9UQN3;Q9UQN3-2	CHMP2B	Charged multivesicular body protein 2b	23.32637421	24.1407921	26.16363791	25.1296999	27.94061433	28.07879718	23.45454988	23.25770006	19.20553858	24.57582397	25.38323364	25.29617344	25.14586627
Q9UQR1	ZNF148	Zinc finger protein 148	15.32555587	17.6154034	16.99116343	16.82784016	NA	NA	17.46336867	19.03824146	NA	18.63054069	NA	18.03827968	20.80228397
Q9Y217;Q9Y217-2	MTMR6	Myotubularin-related protein 6	24.84226177	24.1722795	24.83240593	24.34099267	25.23550508	23.88926237	25.40026825	24.93052942	25.73315396	25.27531083	24.8426916	24.77055585	23.86745174
Q9Y221;Q9Y221-2	NIP7	60S ribosome subunit biogenesis protein NIP7 homolog	24.05989439	25.37459791	24.68737369	26.8591239	26.71417036	25.67268669	25.17883398	27.83381296	25.41256295	24.54816216	26.32137276	22.69652141	26.69047505
Q9Y223;Q9Y223-2;Q9Y223-3;Q9Y223-4;Q9Y223-5	GNE	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase;UDP-N-acetylglucosamine 2-epimerase (hydrolyzing);N-acetylmannosamine kinase	27.28044558	27.82158231	28.42227449	27.6659923	26.44348527	28.44843712	25.47805824	27.60165583	27.80492992	27.03308965	26.02954489	27.47506252	25.67763946
Q9Y224	C14orf166	UPF0568 protein C14orf166	30.26283164	30.5305607	29.96534004	30.17891987	30.56535311	30.80359262	29.51631665	30.4391121	29.91869248	29.88728107	30.0064786	30.24875034	29.99170524
Q9Y227-2;Q9Y227	ENTPD4	Ectonucleoside triphosphate diphosphohydrolase 4	18.11608358	18.85790071	19.72196222	20.82504892	21.03355738	22.78817219	23.67654836	21.26433268	25.18130892	NA	21.34572528	20.23112889	21.30892385
Q9Y230;Q9Y230-2	RUVBL2	RuvB-like 2	28.34106183	28.98190645	28.98120763	29.22543087	29.50551644	28.24463291	28.26228767	29.41097424	28.28432167	28.69889761	28.85110751	28.81199748	28.98969273
Q9Y235	APOBEC2	Probable C->U-editing enzyme APOBEC-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y237;Q9Y237-2;Q9Y237-3	PIN4	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	27.26671214	28.18469199	26.2620044	28.04602013	27.80883815	24.93636478	27.02434013	27.21114493	27.34895073	25.05247553	26.37677693	27.40312662	28.0070654
Q9Y240	CLEC11A	C-type lectin domain family 11 member A	NA	NA	24.7537372	24.49371591	25.82491953	NA	24.26906625	NA	NA	22.31296275	27.34797531	NA	23.31891257
Q9Y241;Q9Y241-2;A8MV81	HIGD1A	"HIG1 domain family member 1A, mitochondrial"	22.28439863	21.72672058	20.88083712	21.79035499	NA	NA	24.02222902	21.17926351	25.09795755	22.17647882	21.54833654	22.42010728	21.78097245
Q9Y243-2;Q9Y243	AKT3	RAC-gamma serine/threonine-protein kinase	25.44981167	24.42815338	26.69875344	25.08652209	26.61141692	26.10504089	26.17267548	24.80038578	26.65148529	25.19141939	24.90636741	25.58618712	25.32566444
Q9Y244	POMP	Proteasome maturation protein	24.50420507	23.82780347	24.53280417	NA	22.24046042	23.57923413	22.50453107	22.46348076	22.76255969	21.51768295	22.83073462	NA	NA
Q9Y259;Q9Y259-2	CHKB	Choline/ethanolamine kinase	23.17853241	25.41683041	21.64927413	21.27521498	25.51909528	24.90767011	25.38247643	24.98799762	25.97632154	24.23633283	20.5340257	24.6204816	24.98215372
Q9Y262;Q9Y262-2	EIF3L	Eukaryotic translation initiation factor 3 subunit L	29.13625046	29.51798229	28.94737559	29.25346293	29.39354458	29.0444868	29.07379332	28.92440192	29.42782025	29.30812623	28.95871568	29.31218003	29.23562953
Q9Y263	PLAA	Phospholipase A-2-activating protein	27.39921064	27.8413087	27.88396012	27.74854663	27.94323096	27.9782294	28.25417291	27.66740839	27.77641419	27.83761608	27.82424514	27.14962807	27.69552231
Q9Y265;Q9Y265-2	RUVBL1	RuvB-like 1	29.35402265	29.97274838	29.95993173	30.21628987	29.61674997	30.36204633	29.12025988	30.59811385	29.15817769	29.76565039	29.64872236	29.73179813	29.34363262
Q9Y266	NUDC	Nuclear migration protein nudC	27.59314273	28.42434126	28.32707137	28.18428827	27.6325235	28.88471563	27.80559211	27.76472061	27.34114435	28.34838256	28.46998488	27.90775416	28.36429986
Q9Y276	BCS1L	Mitochondrial chaperone BCS1	26.60481083	26.3483733	25.78823056	26.07621421	26.15280516	26.60144606	26.91365013	25.9493516	27.08317841	26.42120093	24.70485008	25.64833219	27.3702516
Q9Y277;Q9Y277-2	VDAC3	Voltage-dependent anion-selective channel protein 3	28.96585189	28.61236854	29.07503047	29.23201653	28.99944203	28.0466884	29.70623923	29.56292847	29.78543171	29.35529415	28.62434421	29.35034163	30.0540824
Q9Y281;Q9Y281-3	CFL2	Cofilin-2	29.45537506	27.64995774	28.35675096	28.70837271	28.85379034	27.82408891	28.3023309	28.00557276	27.33455746	28.48143091	27.14874179	28.43542249	28.6774106
Q9Y282;Q9Y282-3;Q9Y282-2	ERGIC3	Endoplasmic reticulum-Golgi intermediate compartment protein 3	25.05881905	27.09265113	26.61906528	26.69618675	25.70991738	25.4701187	26.91447405	26.14163618	28.27012013	27.19182367	26.10145681	25.70906067	26.26101587
Q9Y285;Q9Y285-2	FARSA	Phenylalanine--tRNA ligase alpha subunit	29.35281696	29.03488264	29.54537352	28.75540369	29.77835658	29.22523695	28.64855992	29.31151509	29.13435321	28.999462	29.18888333	28.96547032	29.00385542
Q9Y287;Q9Y287-2	ITM2B	"Integral membrane protein 2B;BRI2, membrane form;BRI2 intracellular domain;BRI2C, soluble form;Bri23 peptide"	27.1661993	25.66534012	26.90374151	27.55031263	27.22030536	24.22482392	25.84721321	26.49401397	25.64282767	26.58506856	26.38859488	26.52218685	26.87796864
Q9Y291	MRPS33	"28S ribosomal protein S33, mitochondrial"	22.6502235	NA	23.17072381	21.971338	17.24418623	21.13445943	22.30247885	25.24879213	25.40499382	28.52113196	22.20651854	23.89477508	22.52347548
Q9Y295	DRG1	Developmentally-regulated GTP-binding protein 1	27.16890002	26.97420353	27.12069821	26.7022516	27.52340329	27.11513235	26.81249086	27.72123956	27.2948909	26.78765216	27.18160574	26.37599173	27.39435261
Q9Y296;Q9Y296-2	TRAPPC4	Trafficking protein particle complex subunit 4	25.31516879	26.88617419	27.74225913	24.63743843	25.88950488	24.00836964	22.57990779	21.79809437	25.24179245	25.25769985	25.75954525	24.63419012	26.36784995
Q9Y2A7;Q9Y2A7-2	NCKAP1	Nck-associated protein 1	29.81756938	29.30982524	29.79895356	29.41767523	29.4571622	30.19206295	29.13083754	29.82966414	29.59892208	29.10229805	28.87688927	29.54811551	29.1952994
Q9Y2B0;Q9Y2B0-2	CNPY2	Protein canopy homolog 2	29.06961262	29.25528557	29.03410819	30.32360762	30.80052858	29.90466672	29.57829222	30.50477361	30.71877855	28.96727282	30.04424907	29.77052607	29.86722469
Q9Y2C4;Q9Y2C4-3;Q9Y2C4-4;Q9Y2C4-2	EXOG	"Nuclease EXOG, mitochondrial"	21.53106522	24.89759471	23.43909138	14.96470585	24.23988864	NA	26.88818024	24.19583434	25.37612596	21.54311175	21.94383073	24.18164133	23.60168458
Q9Y2D0	CA5B	"Carbonic anhydrase 5B, mitochondrial"	21.68696053	23.42127524	24.21721217	24.20035436	26.08767278	NA	24.61760237	26.44822474	25.33745824	25.19089171	24.18786225	25.23126924	23.68736225
Q9Y2D2-3;Q9Y2D2;Q9Y2D2-2	SLC35A3	UDP-N-acetylglucosamine transporter	23.44853087	24.2234179	26.22256927	21.37165607	26.36784419	27.07113812	28.10435257	23.8106889	32.01964506	25.66944565	25.32070373	24.18105165	26.51520437
Q9Y2D4;Q9Y2D4-2	EXOC6B	Exocyst complex component 6B	24.64193546	24.03152276	24.04584231	23.6436515	24.43084913	25.34017035	23.46500359	24.45392189	24.80408666	25.13346762	24.74489482	23.86871413	24.58958442
Q9Y2D5-6;Q9Y2D5-4;Q9Y2D5-5;Q9Y2D5-7;Q9Y2D5	AKAP2	A-kinase anchor protein 2	17.66575268	13.5701509	15.81673691	16.09921768	NA	NA	17.99405469	14.54922727	14.77097384	18.32118078	20.88172949	13.61468381	17.76318075
Q9Y2D9;Q9UFB7-2;Q9UFB7	ZNF652	Zinc finger protein 652	16.52560021	19.5643569	20.19714628	17.50507271	24.42035083	NA	NA	NA	16.37058634	NA	NA	19.51234402	17.030649
Q9Y2E4;Q9Y2E4-2	DIP2C	Disco-interacting protein 2 homolog C	19.01588951	16.74298328	17.93190877	16.77425872	15.18962145	17.31903914	19.1051193	16.64794544	15.20833192	NA	20.85117289	18.098854	19.03280891
Q9Y2E5;Q9Y2E5-2	MAN2B2	Epididymis-specific alpha-mannosidase	24.2844826	24.69283554	28.03468046	26.19050915	24.41077415	27.21743851	23.26524354	25.37105637	25.77493753	25.59144333	24.76130228	27.73640659	26.74694612
Q9Y2G3	ATP11B	Probable phospholipid-transporting ATPase IF	20.13460145	22.2140443	22.30491241	22.41365542	22.07883945	23.40929578	NA	19.5731067	NA	20.53391908	20.32022382	NA	NA
Q9Y2G5-1;Q9Y2G5;Q9Y2G5-2	POFUT2	GDP-fucose protein O-fucosyltransferase 2	18.65732104	19.97039152	18.64479048	20.05482227	20.43885175	20.67329067	22.69781369	20.90703301	21.4986988	26.97142587	21.47239761	17.88685037	22.79918672
Q9Y2G8;Q9Y2G8-2	DNAJC16	DnaJ homolog subfamily C member 16	22.52848453	22.42270307	25.50217952	21.78905495	22.31788406	17.80440264	NA	20.6451615	NA	22.8419322	23.32993714	23.24263165	23.03053532
Q9Y2H0-3;Q9Y2H0-1;Q9Y2H0	DLGAP4	Disks large-associated protein 4	25.67656555	25.32127303	24.93824209	25.81512802	25.5770616	26.20686365	24.99548764	25.2049341	24.12862334	25.71091806	26.33882084	25.30300711	24.67278388
Q9Y2H1;Q9Y2H1-2	STK38L	Serine/threonine-protein kinase 38-like	25.18037435	25.37393656	24.73632501	24.76176269	26.37461168	24.51638769	25.70129317	25.4607809	25.46938494	25.19699045	25.038448	24.86527285	24.22953073
Q9Y2H5	PLEKHA6	Pleckstrin homology domain-containing family A member 6	24.03840851	23.53462985	23.68623513	24.26843255	21.69067	19.03545772	22.64024538	23.42248151	NA	NA	22.91925384	24.77748835	23.07864775
Q9Y2H6-2;Q9Y2H6	FNDC3A	Fibronectin type-III domain-containing protein 3A	25.34545513	24.72667999	23.86686796	24.69778969	24.63380516	25.41652933	25.49885273	24.18766457	24.03401326	25.50491607	24.28596666	24.23157281	23.75535066
Q9Y2I1;Q9Y2I1-4;Q9Y2I1-3;Q9Y2I1-2	NISCH	Nischarin	26.05950941	24.34382796	28.34130033	25.34917825	26.32304144	26.55085345	26.0599221	23.49886186	25.38142575	26.7417981	25.79274411	22.48233413	28.63759884
Q9Y2I7;Q9Y2I7-2;Q9Y2I7-3;Q9Y2I7-4	PIKFYVE	1-phosphatidylinositol 3-phosphate 5-kinase	7.070799914	15.66142253	14.65641109	15.83976999	NA	NA	14.54480772	13.87844947	8.319564053	NA	17.57935213	15.62261736	16.72493999
Q9Y2I8;Q9Y2I8-2;Q9Y2I8-3	WDR37	WD repeat-containing protein 37	23.73065269	24.47103282	25.90938201	25.49792227	25.63213319	26.50104731	24.86275819	26.3232269	24.67138006	25.30969911	23.14697194	25.33202054	25.06662552
Q9Y2I9;Q9Y2I9-2;Q9Y2I9-3	TBC1D30	TBC1 domain family member 30	22.20173082	21.37909462	18.76844616	20.68986634	21.85090444	25.21889799	20.91714338	20.0359937	18.32748395	23.09242747	19.47340504	20.01439803	23.9444734
Q9Y2J2-2;Q9Y2J2-3			27.32299669	25.34975315	26.19040295	26.69149363	27.80431448	26.10130326	26.55229076	25.90958965	24.39934767	26.26393909	26.27862473	26.52371716	27.36424717
Q9Y2J8;Q9Y2J8-2	PADI2	Protein-arginine deiminase type-2	26.46301825	26.34140821	NA	26.50411977	12.27862977	NA	NA	NA	NA	24.40998653	27.20632964	NA	NA
Q9Y2K7-5;Q9Y2K7-2;Q9Y2K7;Q9Y2K7-4;Q9Y2K7-3	KDM2A	Lysine-specific demethylase 2A	NA	19.67377463	19.00973469	NA	11.10982796	10.74148354	NA	NA	NA	NA	19.6569	NA	NA
Q9Y2L1;Q9Y2L1-2	DIS3	Exosome complex exonuclease RRP44	23.92175832	27.77301628	22.75897505	27.28299645	25.5651654	28.36466895	22.48730276	26.52744444	23.43797664	23.15912926	23.86705591	24.31262184	25.19943459
Q9Y2L5;Q9Y2L5-2	TRAPPC8	Trafficking protein particle complex subunit 8	24.80941059	22.71084026	22.44612091	23.40370861	22.67786553	24.43421684	22.93377139	23.3677703	23.10276394	23.359811	23.30452511	22.75412216	24.38029551
Q9Y2L9-2;Q9Y2L9;Q9Y2L9-3	LRCH1	Leucine-rich repeat and calponin homology domain-containing protein 1	19.17683213	21.49281464	NA	19.25045601	17.24841107	15.73483438	NA	20.78830042	22.3870453	22.70267263	21.3239162	21.25085976	20.3658106
Q9Y2P8;Q9Y2P8-2	RCL1	RNA 3-terminal phosphate cyclase-like protein	23.72861668	24.81391097	23.89288999	24.35515706	24.64253935	23.99083879	23.41684066	25.41499706	24.42824876	24.11876705	24.74822098	24.33732393	23.51298061
Q9Y2Q0-3;Q9Y2Q0-2;Q9Y2Q0	ATP8A1	Phospholipid-transporting ATPase IA	23.61916284	24.66089512	27.26881215	24.80307746	25.99203103	24.78892263	25.29399852	26.01611101	25.91015624	26.75318277	26.57754821	27.60828197	25.42864152
Q9Y2Q3;Q9Y2Q3-3;Q9Y2Q3-2;Q9Y2Q3-4	GSTK1	Glutathione S-transferase kappa 1	29.1650931	28.99620754	28.59842223	28.87739538	29.13681592	29.09230173	29.19282985	28.96924885	30.23826863	28.6216149	29.35738161	28.64219644	29.25117774
Q9Y2Q5;Q9Y2Q5-2;Q9Y2Q5-3	LAMTOR2	Ragulator complex protein LAMTOR2	26.62262203	28.73448915	29.18425628	27.64985335	28.46864644	29.19487707	28.8243841	28.52610465	28.20425387	28.70517289	27.38742944	28.31754929	28.81152429
Q9Y2Q9	MRPS28	"28S ribosomal protein S28, mitochondrial"	23.9168011	24.98150136	26.76103766	24.87666723	26.40128018	24.63759961	25.56177251	26.7943474	24.68061319	26.75262692	25.86526758	24.38188981	25.76157772
Q9Y2R0	COA3	"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial"	26.74179878	27.4404815	28.15894201	27.72047954	27.50960999	28.37987675	29.23275803	27.44824365	28.94413975	26.62803813	27.46502135	27.6240272	28.13520052
Q9Y2R4	DDX52	Probable ATP-dependent RNA helicase DDX52	19.40731989	21.44918014	20.25707456	22.21230355	18.23180195	17.70132175	20.77757258	21.1860696	NA	26.99717318	21.79174477	21.00673267	18.7036217
Q9Y2R5	MRPS17	"28S ribosomal protein S17, mitochondrial"	27.12848993	27.56131643	27.92904279	27.53656123	28.52938895	29.05910557	26.05465882	28.68984798	28.98634533	27.59981479	27.19797077	27.84971857	26.40063907
Q9Y2R9	MRPS7	"28S ribosomal protein S7, mitochondrial"	26.96484131	27.25791044	26.95538083	26.57813042	27.50406178	27.01600013	26.71544793	27.97361874	28.17319472	27.57276712	27.10709083	27.20189113	26.58315316
Q9Y2S0	POLR1D	DNA-directed RNA polymerases I and III subunit RPAC2	23.594078	25.83643225	27.76157707	27.51958815	27.28632272	27.04559506	23.96477218	27.72185692	24.85765935	26.9530135	25.62029192	25.11065115	27.07092689
Q9Y2S2-2;Q9Y2S2	CRYL1	Lambda-crystallin homolog	28.30634497	29.86691359	28.8846407	29.7784465	29.59807848	29.21853676	29.82616518	29.5568665	29.1101481	29.8936503	29.24123875	28.94402722	29.24723573
Q9Y2S6	TMA7	Translation machinery-associated protein 7	27.67598974	28.52310154	25.61840396	27.01082338	NA	33.42752042	23.91005054	24.69538066	NA	26.10719275	28.14240379	28.16454329	26.60022313
Q9Y2S7	POLDIP2	Polymerase delta-interacting protein 2	25.55016085	25.73831431	27.15811526	25.91462958	26.2443827	26.17391692	27.60522672	26.62840535	27.86268465	26.58313026	27.30969009	25.42692406	26.58970498
Q9Y2T2	AP3M1	AP-3 complex subunit mu-1	26.51346265	27.24649845	27.34296705	26.64648464	27.49427985	27.79307346	27.47827319	27.14792022	27.26083292	27.65596916	26.72673729	26.95840717	26.65625079
Q9Y2T3;Q9Y2T3-3;Q9Y2T3-2	GDA	Guanine deaminase	17.33032316	23.24604238	17.18553133	17.39856383	27.93668918	NA	26.81755648	10.62898739	14.71902415	24.73627204	19.82277923	15.4119943	21.05457489
Q9Y2U5	MAP3K2	Mitogen-activated protein kinase kinase kinase 2	17.07976976	16.97621261	NA	17.10735751	NA	NA	17.12941349	16.99099866	NA	16.91340731	16.76307767	16.82862143	20.74218762
Q9Y2U8	LEMD3	Inner nuclear membrane protein Man1	23.20869105	24.43634754	22.42665817	22.33192193	24.69087156	NA	22.72227302	23.26498949	21.21993244	23.95376767	25.75128717	21.30893302	24.41328731
Q9Y2V2	CARHSP1	Calcium-regulated heat stable protein 1	26.91666526	28.04812338	31.62596	27.02947322	30.28538391	NA	25.58231151	15.14723157	31.97774457	25.12277576	27.92439114	23.89448166	25.39912942
Q9Y2V7;Q9Y2V7-2	COG6	Conserved oligomeric Golgi complex subunit 6	26.40810561	25.74825317	26.87097593	26.06966022	26.43323206	27.65737822	26.56739579	26.28465947	27.51639344	27.12364387	24.9916286	27.36713482	25.25036289
Q9Y2W1	THRAP3	Thyroid hormone receptor-associated protein 3	28.83262255	29.29176894	28.50690258	29.52696713	28.75069302	29.36269377	28.00015644	28.86649167	27.02476271	29.19082229	29.08549147	29.00341455	29.27213047
Q9Y2W2	WBP11	WW domain-binding protein 11	25.73813145	25.7384898	26.00223349	26.52218667	26.12204604	27.19634337	26.20793737	23.96817516	23.62552122	24.83592195	26.78660931	25.46856908	24.67016486
Q9Y2W6;Q9Y2W6-3	TDRKH	Tudor and KH domain-containing protein	21.89197179	19.6807316	NA	24.82857634	18.06995059	19.74526427	24.75491965	24.13914437	23.70392714	20.88825213	NA	NA	25.85040608
Q9Y2X3	NOP58	Nucleolar protein 58	29.63004992	29.9819947	30.18916942	30.60654665	30.68615562	29.507247	29.52033714	31.01371764	29.04678961	29.80113911	30.39268766	30.04149284	30.33361142
Q9Y2X7;Q9Y2X7-3;Q9Y2X7-2	GIT1	ARF GTPase-activating protein GIT1	25.24066861	25.61128519	24.88860522	25.03572955	25.94139632	24.96593395	24.3727194	25.17607182	22.75107151	25.29643237	25.80762449	25.74523355	25.22321943
Q9Y2Y0-2;Q9Y2Y0	ARL2BP	ADP-ribosylation factor-like protein 2-binding protein	NA	NA	NA	NA	17.62695408	19.48489186	NA	NA	NA	NA	NA	NA	22.14472423
Q9Y2Y8	PRG3	Proteoglycan 3	NA	NA	NA	28.29114458	NA	NA	20.51128045	NA	NA	20.53287639	NA	NA	NA
Q9Y2Z0;Q9Y2Z0-2	SUGT1	Suppressor of G2 allele of SKP1 homolog	27.00253629	27.67647552	27.21630618	28.13225933	28.6628458	28.13393116	26.91435125	27.51435988	26.8306771	28.0437997	26.94873218	27.79114133	27.44960513
Q9Y2Z4	YARS2	"Tyrosine--tRNA ligase, mitochondrial"	25.24971289	25.3322476	25.07151525	25.90316619	26.19708132	24.93230921	27.22206454	26.09825638	27.11805454	25.76216904	25.02039298	25.15175209	25.97609077
Q9Y2Z9-3;Q9Y2Z9;Q9Y2Z9-2	COQ6	"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial"	27.65735962	27.87348107	27.30200742	27.13328567	27.08101346	27.38712219	27.17272105	27.7707559	24.44093446	25.98680431	27.57345434	26.19357943	26.38380679
Q9Y303;Q9Y303-2;Q9Y303-3	AMDHD2	Putative N-acetylglucosamine-6-phosphate deacetylase	25.68272204	25.95029242	26.02687578	25.17500655	26.72049447	26.84025576	27.48473882	25.66533709	26.26081514	26.34001521	26.64184649	25.107243	25.81654229
Q9Y305;Q9Y305-2;Q9Y305-3	ACOT9	"Acyl-coenzyme A thioesterase 9, mitochondrial"	28.40518171	28.57023211	28.93859112	28.24551549	28.75627213	28.51429689	29.46245306	28.36818641	28.80841941	28.77869027	28.30462249	28.31769232	28.21049353
Q9Y312	AAR2	Protein AAR2 homolog	24.78365513	24.2555462	25.62935038	25.92589941	23.61471286	25.93009775	24.54472271	25.17701179	25.43475335	25.35664844	24.22290339	23.51931707	24.1373986
Q9Y314	NOSIP	Nitric oxide synthase-interacting protein	21.4791264	20.93180899	21.11080884	22.07939782	22.2977606	NA	20.51773675	21.64743147	NA	28.56427593	21.58230976	22.37175216	22.39824113
Q9Y315	DERA	Deoxyribose-phosphate aldolase	26.61834284	27.27748975	26.48253182	26.27345514	27.07385814	26.86502508	26.50823903	26.61770331	25.83345616	26.42600101	26.57962548	26.40750027	26.65204076
Q9Y316;Q9Y316-2;Q9Y316-3	MEMO1	Protein MEMO1	26.78167047	25.76446211	26.93226721	26.29420334	26.66606046	26.7887119	26.84478362	26.77075881	26.89490849	26.49691381	26.78798784	26.83063801	26.99185142
Q9Y320;Q9Y320-2	TMX2	Thioredoxin-related transmembrane protein 2	25.47041121	25.74243261	26.34736197	26.0483616	25.38299692	26.42284999	24.4705512	27.05005257	26.01488478	25.53136673	26.30743589	25.33106393	26.24522173
Q9Y324	FCF1	rRNA-processing protein FCF1 homolog	NA	NA	28.82553074	NA	21.28638249	20.27119204	NA	28.90173085	28.38130406	24.00819861	NA	29.46267086	NA
Q9Y333	LSM2	U6 snRNA-associated Sm-like protein LSm2	28.41708051	27.28474314	29.03683413	28.80461174	29.33627978	29.61599427	28.52066928	29.44368229	28.36712197	28.36200585	28.50226728	29.54296803	29.11083532
Q9Y343-2;Q9Y343	SNX24	Sorting nexin-24	NA	NA	NA	NA	10.36827953	13.49364571	20.48770482	NA	21.13065559	NA	NA	NA	NA
Q9Y365	STARD10	PCTP-like protein	27.82251322	28.17970791	28.00535912	27.93603495	28.40466951	26.87557616	27.89813779	28.14567967	27.72331234	28.04253552	27.3779769	28.42014294	28.66553684
Q9Y371;Q9Y371-2;Q9Y371-3	SH3GLB1	Endophilin-B1	28.31123923	28.01677118	28.2890552	27.85198155	28.15886757	28.38118497	27.37109249	28.1939047	27.68024921	27.92923477	27.3733237	27.42728055	27.5639685
Q9Y375	NDUFAF1	"Complex I intermediate-associated protein 30, mitochondrial"	20.17193484	21.06712684	20.86885676	19.27076754	28.28808892	NA	21.15873718	20.78113795	NA	17.16080224	21.18060538	18.40742258	22.16390724
Q9Y376	CAB39	Calcium-binding protein 39	28.36421151	28.1960064	28.98332403	28.1437465	28.78399037	28.96271067	28.39124022	28.71215488	28.37303944	29.04816907	28.36892607	28.76690022	28.81405864
Q9Y385	UBE2J1	Ubiquitin-conjugating enzyme E2 J1	20.37796577	22.67724004	23.93269151	24.20086086	24.5238627	21.13014647	23.82264209	25.76590114	26.57430247	25.69778651	24.21815389	23.23761236	25.36729308
Q9Y394;Q9Y394-2	DHRS7	Dehydrogenase/reductase SDR family member 7	32.181809	31.50122056	33.19745293	31.12209306	31.21554117	32.28999371	32.43953561	31.39931438	32.62757905	32.16925158	31.91674502	32.58234159	31.66288064
Q9Y399	MRPS2	"28S ribosomal protein S2, mitochondrial"	24.07819189	25.26031726	26.11851102	25.94251522	23.67992052	26.81645937	21.91546372	26.88580408	27.72611863	26.45378312	24.65362877	25.39365111	25.9348112
Q9Y3A3-2;Q9Y3A3-3;Q9Y3A3	MOB4	MOB-like protein phocein	25.33513471	27.16270095	26.16137184	27.7056733	27.20015234	27.96927192	26.08286558	23.16888187	24.8964137	26.48788885	25.83932486	24.80643333	24.42352716
Q9Y3A4	RRP7A	Ribosomal RNA-processing protein 7 homolog A	26.0178103	24.88873729	21.86071686	NA	21.55750791	22.13414176	NA	26.37302509	NA	16.93625993	25.65639841	25.77532198	NA
Q9Y3A5	SBDS	Ribosome maturation protein SBDS	27.99823446	27.49677489	28.04492186	27.86383476	27.91525179	27.56751228	27.90523903	28.0625704	27.70080818	28.19517076	27.83766685	27.71756398	28.25034905
Q9Y3A6;Q9Y3A6-2	TMED5	Transmembrane emp24 domain-containing protein 5	28.52038512	28.45967444	28.88903329	27.95055555	28.7526594	27.21434472	28.69629612	27.16920005	29.50887285	29.02399166	27.84212741	28.91839973	28.5394006
Q9Y3B4	SF3B6	Splicing factor 3B subunit 6	26.74159327	27.21495613	26.24408673	27.19478649	27.3441955	26.94937218	26.45368125	27.01087012	27.22656791	26.70379932	26.88252717	26.99012566	26.75794967
Q9Y3B6	EMC9	ER membrane protein complex subunit 9	21.01586815	NA	NA	NA	9.835177003	NA	NA	NA	NA	NA	NA	21.9553225	NA
Q9Y3B7;Q9Y3B7-2;Q9Y3B7-3	MRPL11	"39S ribosomal protein L11, mitochondrial"	25.4119922	26.71596725	24.73669376	26.96977146	26.75978772	27.26117682	25.17870673	27.59648665	26.93167067	26.66401796	26.82157443	26.47472319	26.35625067
Q9Y3B8-3	REXO2	"Oligoribonuclease, mitochondrial"	23.59566802	26.98752123	24.39847187	27.30232044	29.36735394	28.98253824	29.94633126	29.73541452	28.27977627	29.55650793	31.12428613	25.38079174	26.13429341
Q9Y3B9	RRP15	RRP15-like protein	17.36990545	16.18124215	17.65140033	18.75704817	19.02959386	18.95323502	18.20122214	19.38674745	17.09965205	NA	19.13465485	16.27699047	18.37441834
Q9Y3C0	CCDC53	WASH complex subunit CCDC53	NA	NA	26.03881114	24.79721807	23.02619368	25.08743112	26.32311375	NA	26.47435927	23.80322357	NA	26.4794855	23.13339767
Q9Y3C1;Q9Y3C1-2	NOP16	Nucleolar protein 16	21.32653731	23.0598919	21.1187266	22.14367216	25.88781247	22.84703682	21.22010401	24.16644983	15.20657066	26.49841711	24.79510026	22.14423456	23.57277774
Q9Y3C4;Q9Y3C4-2	TPRKB	EKC/KEOPS complex subunit TPRKB	25.50858319	26.76193374	27.24169363	26.28607565	27.86319732	23.97181961	27.13523248	26.82130709	26.72868701	28.19326226	25.95262964	26.52868034	25.44803
