chr	start	end	persistence_left	persistence_right	type	w
chr9	26880000	26960000	18	2		4
chr9	26960000	27280000	2	17		4
chr9	27280000	27600000	17	18	domain	4
chr9	27600000	28120000	18	7		4
chr9	28120000	28720000	7	16	domain	4
chr9	28720000	29280000	16	2	domain	4
chr9	29280000	29600000	2	1	domain	4
chr9	29600000	29800000	1	15	domain	4
chr9	29800000	30640000	15	12		4
chr9	30640000	30840000	12	2	domain	4
chr9	30840000	31840000	2	9	domain	4
chr9	31840000	32320000	9	18	domain	4
chr9	32320000	32600000	18	7	domain	4
chr9	32600000	33000000	7	9	domain	4
chr9	33000000	33280000	9	3	domain	4
chr9	33280000	33520000	3	18	domain	4
chr9	33520000	33600000	18	18	gap	4
chr9	33600000	33800000	18	2	domain	4
chr9	33800000	34080000	2	4	domain	4
chr9	34080000	34360000	4	17	domain	4
chr9	34360000	34640000	17	18		4
chr9	34640000	35080000	18	7		4
chr9	35080000	35640000	7	15	domain	4
chr9	35640000	35920000	15	10	boundary,domain	4
chr9	35920000	36200000	10	18	boundary,domain	4
chr9	36200000	36400000	18	18	boundary,domain	4
chr9	36400000	36560000	18	13	boundary,domain	4
chr9	36560000	36960000	13	5	domain	4
chr9	36960000	37480000	5	18	domain	4
chr9	37480000	37840000	18	7	domain	4
chr9	37840000	38080000	7	2	domain	4
chr9	38080000	38520000	2	18	domain	4
chr9	38520000	68400000	18	18	gap	4
chr9	68400000	69040000	18	13	domain	4
chr9	69040000	69200000	13	12		4
chr9	69200000	69960000	12	15	domain	4
chr9	69960000	70200000	15	8	domain	4
chr9	70200000	70680000	8	18	domain	4
chr9	70680000	70760000	18	18	gap	4
chr9	70760000	71280000	18	10	domain	4
chr9	71280000	71600000	10	5	domain	4
chr9	71600000	71800000	5	7	domain	4
chr9	71800000	72000000	7	17	boundary,domain	4
chr9	72000000	72280000	17	9	domain	4
chr9	72280000	72600000	9	4	domain	4
chr9	72600000	72840000	4	18	domain	4
chr9	72840000	73080000	18	2		4
chr9	73080000	73200000	2	18		4
chr9	73200000	73640000	18	5	domain	4
chr9	73640000	74760000	5	18	domain	4
chr9	74760000	75080000	18	16	boundary,domain	4
chr9	75080000	75280000	16	2	domain	4
chr9	75280000	75880000	2	10	domain	4
chr9	75880000	76400000	10	18	domain	4
chr9	76400000	76720000	18	18	boundary,domain	4
chr9	76720000	77160000	18	18	domain	4
chr9	77160000	77400000	18	4	boundary,domain	4
chr9	77400000	78040000	4	2	domain	4
chr9	78040000	78240000	2	18	domain	4
chr9	78240000	78360000	18	18		4
chr9	78360000	79080000	18	3	domain	4
chr9	79080000	79560000	3	4	domain	4
chr9	79560000	80160000	4	9	domain	4
chr9	80160000	80600000	9	10	domain	4
chr9	80600000	81680000	10	2	domain	4
chr9	81680000	81920000	2	18	domain	4
chr9	81920000	81960000	18	18	gap	4
chr9	81960000	82480000	18	5	domain	4
chr9	82480000	82640000	5	7	domain	4
chr9	82640000	83000000	7	18	domain	4
chr9	83000000	83160000	18	6		4
chr9	83160000	83600000	6	1	domain	4
chr9	83600000	83840000	1	18	domain	4
chr9	83840000	83920000	18	18	gap	4
chr9	83920000	84360000	18	8	domain	4
chr9	84360000	84680000	8	5	domain	4
chr9	84680000	84960000	5	4	domain	4
chr9	84960000	85760000	4	18	domain	4
chr9	85760000	85840000	18	18	gap	4
chr9	85840000	86360000	18	10	domain	4
chr9	86360000	86920000	10	5	domain	4
chr9	86920000	87360000	5	18	domain	4
chr9	87360000	87680000	18	18		4
chr9	87680000	87920000	18	12	boundary,domain	4
chr9	87920000	88120000	12	2		4
chr9	88120000	88600000	2	10	domain	4
chr9	88600000	89000000	10	4	domain	4
chr9	89000000	89320000	4	18	domain	4
chr9	89320000	89560000	18	18	boundary,domain	4
chr9	89560000	90120000	18	18	domain	4
chr9	90120000	90880000	18	18	domain	4
chr9	90880000	91440000	18	7	domain	4
chr9	91440000	91760000	7	18	domain	4
chr9	91760000	92080000	18	18		4
chr9	92080000	92320000	18	3	domain	4
chr9	92320000	92680000	3	7	domain	4
chr9	92680000	92840000	7	18		4
chr9	92840000	93080000	18	2	domain	4
chr9	93080000	93640000	2	12	domain	4
chr9	93640000	94000000	12	4	domain	4
chr9	94000000	94320000	4	18	domain	4
chr9	94320000	94440000	18	18	gap	4
chr9	94440000	94640000	18	1	domain	4
chr9	94640000	95160000	1	7	domain	4
chr9	95160000	95280000	7	14	boundary,domain	4
chr9	95280000	96240000	14	10	domain	4
chr9	96240000	96680000	10	2		4
chr9	96680000	96880000	2	18	domain	4
chr9	96880000	97040000	18	18	gap	4
chr9	97040000	97200000	18	18	domain	4
chr9	97200000	97240000	18	18	gap	4
chr9	97240000	97680000	18	8	domain	4
chr9	97680000	97920000	8	14	boundary,domain	4
chr9	97920000	98280000	14	18	boundary,domain	4
chr9	98280000	98800000	18	18	domain	4
chr9	98800000	99160000	18	18	boundary,domain	4
chr9	99160000	99800000	18	9	domain	4
chr9	99800000	100000000	9	7	domain	4
chr9	100000000	100320000	7	2	domain	4
chr9	100320000	100600000	2	18	domain	4
chr9	100600000	101440000	18	17	domain	4
chr9	101440000	101560000	17	18		4
chr9	101560000	101760000	18	2	domain	4
chr9	101760000	104160000	2	2	domain	4
chr9	104160000	104440000	2	4	domain	4
chr9	104440000	104760000	4	18	domain	4
chr9	104760000	105160000	18	4	domain	4
chr9	105160000	105480000	4	3	domain	4
chr9	105480000	105760000	3	18	domain	4
chr9	105760000	105800000	18	18	gap	4
chr9	105800000	106640000	18	5	domain	4
chr9	106640000	106880000	5	3	domain	4
chr9	106880000	107240000	3	9	domain	4
chr9	107240000	107440000	9	18		4
chr9	107440000	108840000	18	18	domain	4
chr9	108840000	109440000	18	2		4
chr9	109440000	109520000	2	18		4
chr9	109520000	109880000	18	5	domain	4
chr9	109880000	110200000	5	18	domain	4
chr9	110200000	110600000	18	10	domain	4
chr9	110600000	111360000	10	18	domain	4
chr9	111360000	111680000	18	6		4
chr9	111680000	112080000	6	10	domain	4
chr9	112080000	112400000	10	5	domain	4
chr9	112400000	112720000	5	3	domain	4
chr9	112720000	113080000	3	18	domain	4
chr9	113080000	113120000	18	18	gap	4
chr9	113120000	113400000	18	4		4
chr9	113400000	113680000	4	11		4
chr9	113680000	114080000	11	8	domain	4
chr9	114080000	114360000	8	18		4
chr9	114360000	114640000	18	18		4
chr9	114640000	115040000	18	14	domain	4
chr9	115040000	115560000	14	18	domain	4
chr9	115560000	116160000	18	9	domain	4
chr9	116160000	116720000	9	18	domain	4
chr9	116720000	116960000	18	15	boundary,domain	4
chr9	116960000	117600000	15	18	domain	4
chr9	117600000	118560000	18	5	domain	4
chr9	118560000	119360000	5	18	domain	4
chr9	119360000	120000000	18	6	domain	4
chr9	120000000	120360000	6	3	domain	4
chr9	120360000	120560000	3	18	domain	4
chr9	120560000	121200000	18	18	boundary,domain	4
chr9	121200000	121520000	18	12	boundary,domain	4
chr9	121520000	122080000	12	18	domain	4
chr9	122080000	122480000	18	10		4
chr9	122480000	122840000	10	18	domain	4
chr9	122840000	123040000	18	13		4
chr9	123040000	123400000	13	18	boundary,domain	4
chr9	123400000	124080000	18	12	domain	4
chr9	124080000	124400000	12	13	domain	4
chr9	124400000	124760000	13	18	boundary,domain	4
chr9	124760000	124840000	18	16		4
chr9	124840000	125160000	16	6	boundary,domain	4
chr9	125160000	125400000	6	18	boundary,domain	4
chr9	125400000	125960000	18	3	domain	4
chr9	125960000	126280000	3	9	domain	4
chr9	126280000	126480000	9	4		4
chr9	126480000	126800000	4	18	boundary,domain	4
chr9	126800000	127200000	18	14	boundary,domain	4
chr9	127200000	127440000	14	18	boundary,domain	4
chr9	127440000	127960000	18	17	boundary,domain	4
chr9	127960000	128160000	17	18		4
chr9	128160000	128640000	18	7		4
chr9	128640000	129080000	7	18		4
chr9	129080000	129640000	18	18	domain	4
chr9	129640000	129800000	18	18	boundary,domain	4
chr9	129800000	130080000	18	10	boundary,domain	4
chr9	130080000	130440000	10	18	boundary,domain	4
chr9	130440000	130680000	18	18	boundary,domain	4
chr9	130680000	131080000	18	18	boundary,domain	4
chr9	131080000	131360000	18	14	boundary,domain	4
chr9	131360000	131560000	14	16		4
chr9	131560000	131760000	16	18	boundary,domain	4
chr9	131760000	132280000	18	16	domain	4
chr9	132280000	132400000	16	11	boundary,domain	4
chr9	132400000	133000000	11	18	boundary,domain	4
chr9	133000000	133160000	18	4	boundary,domain	4
chr9	133160000	133520000	4	13	boundary,domain	4
chr9	133520000	133760000	13	18	domain	4
chr9	133760000	134120000	18	18	boundary,domain	4
chr9	134120000	134440000	18	13	boundary,domain	4
chr9	134440000	134680000	13	8	domain	4
chr9	134680000	135040000	8	7	domain	4
chr9	135040000	135560000	7	17	domain	4
chr9	135560000	135800000	17	13	boundary,domain	4
chr9	135800000	135960000	13	9	boundary,domain	4
chr9	135960000	136120000	9	3		4
chr9	136120000	136360000	3	18		4
chr9	136360000	136480000	18	3		4
chr9	136480000	136720000	3	18	boundary,domain	4
chr9	136720000	137080000	18	18	boundary,domain	4
chr9	137080000	137280000	18	18	boundary,domain	4
chr9	137280000	137560000	18	8	boundary,domain	4
chr9	137560000	137800000	8	3	domain	4
chr9	137800000	138120000	3	18	domain	4
chr9	138120000	138280000	18	18	gap	4
chrX	200000	240000	18	18	gap	4
chrX	240000	800000	18	5	domain	4
chrX	800000	1360000	5	18		4
chrX	1360000	1600000	18	14		4
chrX	1600000	1960000	14	18	domain	4
chrX	1960000	2120000	18	18	gap	4
chrX	2120000	2600000	18	16	domain	4
chrX	2600000	2800000	16	15	boundary,domain	4
chrX	2800000	3080000	15	3	domain	4
chrX	3080000	3320000	3	2	domain	4
chrX	3320000	3560000	2	3	domain	4
chrX	3560000	3800000	3	18	domain	4
chrX	3800000	3960000	18	18	gap	4
chrX	3960000	4520000	18	11		4
chrX	4520000	4760000	11	1	domain	4
chrX	4760000	5120000	1	8	domain	4
chrX	5120000	5440000	8	1		4
chrX	5440000	5840000	1	3	domain	4
chrX	5840000	6000000	3	18	domain	4
chrX	6000000	7600000	18	5		4
chrX	7600000	7920000	5	18	domain	4
chrX	7920000	8760000	18	18	domain	4
chrX	8760000	9760000	18	10	domain	4
chrX	9760000	9960000	10	15		4
chrX	9960000	10160000	15	18	boundary,domain	4
chrX	10160000	10720000	18	5	domain	4
chrX	10720000	11120000	5	18	domain	4
chrX	11120000	11520000	18	18	domain	4
chrX	11520000	11800000	18	15	boundary,domain	4
chrX	11800000	12680000	15	1		4
chrX	12680000	12760000	1	16	domain	4
chrX	12760000	12920000	16	12		4
chrX	12920000	13520000	12	11	domain	4
chrX	13520000	14040000	11	18		4
chrX	14040000	14560000	18	2	domain	4
chrX	14560000	15280000	2	18	domain	4
chrX	15280000	15680000	18	12	boundary,domain	4
chrX	15680000	15880000	12	7	domain	4
chrX	15880000	16440000	7	1	domain	4
chrX	16440000	16720000	1	18	domain	4
chrX	16720000	16800000	18	1		4
chrX	16800000	17080000	1	16		4
chrX	17080000	17720000	16	18	domain	4
chrX	17720000	18360000	18	18		4
chrX	18360000	18920000	18	9	domain	4
chrX	18920000	19360000	9	18		4
chrX	19360000	19920000	18	14		4
chrX	19920000	20160000	14	18	boundary,domain	4
chrX	20160000	20480000	18	18	boundary,domain	4
chrX	20480000	20800000	18	2	domain	4
chrX	20800000	21840000	2	9	domain	4
chrX	21840000	22000000	9	18	boundary,domain	4
chrX	22000000	22960000	18	2	domain	4
chrX	22960000	23640000	2	18	domain	4
chrX	23640000	23920000	18	12	boundary,domain	4
chrX	23920000	24240000	12	17	boundary,domain	4
chrX	24240000	24520000	17	9	boundary,domain	4
chrX	24520000	25480000	9	15		4
chrX	25480000	26040000	15	4	domain	4
chrX	26040000	26400000	4	7	domain	4
chrX	26400000	26640000	7	6	domain	4
chrX	26640000	27280000	6	9	domain	4
chrX	27280000	27520000	9	11		4
chrX	27520000	27760000	11	2	domain	4
chrX	27760000	28280000	2	2	domain	4
chrX	28280000	28520000	2	10	domain	4
chrX	28520000	29120000	10	12	domain	4
chrX	29120000	29320000	12	2	domain	4
chrX	29320000	30200000	2	5	domain	4
chrX	30200000	30560000	5	18		4
chrX	30560000	30960000	18	3		4
chrX	30960000	31440000	3	2	domain	4
chrX	31440000	31680000	2	15	domain	4
chrX	31680000	32960000	15	2	domain	4
chrX	32960000	33200000	2	2	domain	4
chrX	33200000	33280000	2	2		4
chrX	33280000	33360000	2	18		4
chrX	33360000	33640000	18	3	domain	4
chrX	33640000	33960000	3	3		4
chrX	33960000	34320000	3	18	domain	4
chrX	34320000	34560000	18	5	boundary,domain	4
chrX	34560000	34880000	5	3	domain	4
chrX	34880000	35880000	3	18	domain	4
chrX	35880000	36880000	18	2	domain	4
chrX	36880000	37080000	2	18	domain	4
chrX	37080000	37280000	18	18	gap	4
chrX	37280000	37480000	18	1	domain	4
chrX	37480000	37880000	1	14	domain	4
chrX	37880000	38200000	14	7	domain	4
chrX	38200000	38360000	7	17	boundary,domain	4
chrX	38360000	38680000	17	18	boundary,domain	4
chrX	38680000	39600000	18	11	domain	4
chrX	39600000	40080000	11	1	domain	4
chrX	40080000	40280000	1	3	domain	4
chrX	40280000	40560000	3	17	domain	4
chrX	40560000	40840000	17	1	domain	4
chrX	40840000	41160000	1	3	domain	4
chrX	41160000	41320000	3	17		4
chrX	41320000	41760000	17	18		4
chrX	41760000	42880000	18	18	domain	4
chrX	42880000	42920000	18	18	gap	4
chrX	42920000	43560000	18	13	domain	4
chrX	43560000	43960000	13	16		4
chrX	43960000	44840000	16	6	domain	4
chrX	44840000	45120000	6	2	domain	4
chrX	45120000	45240000	2	18		4
chrX	45240000	45760000	18	2	domain	4
chrX	45760000	46440000	2	17	domain	4
chrX	46440000	46800000	17	11	boundary,domain	4
chrX	46800000	47120000	11	18	boundary,domain	4
chrX	47120000	47560000	18	6	domain	4
chrX	47560000	47640000	6	6		4
chrX	47640000	48000000	6	18	domain	4
chrX	48000000	48040000	18	18	gap	4
chrX	48040000	48360000	18	18	domain	4
chrX	48360000	48440000	18	18	gap	4
chrX	48440000	49320000	18	18	domain	4
chrX	49320000	49600000	18	18	gap	4
chrX	49600000	49880000	18	4	domain	4
chrX	49880000	50240000	4	18	domain	4
chrX	50240000	50280000	18	18	gap	4
chrX	50280000	50600000	18	18	domain	4
chrX	50600000	51040000	18	12	domain	4
chrX	51040000	51640000	12	18	domain	4
chrX	51640000	51720000	18	18	gap	4
chrX	51720000	52040000	18	18	domain	4
chrX	52040000	52240000	18	18	gap	4
chrX	52240000	52440000	18	18	domain	4
chrX	52440000	52960000	18	18	gap	4
chrX	52960000	53480000	18	9	domain	4
chrX	53480000	53680000	9	7		4
chrX	53680000	53960000	7	18	domain	4
chrX	53960000	54600000	18	13	domain	4
chrX	54600000	55080000	13	6	domain	4
chrX	55080000	55440000	6	18	domain	4
chrX	55440000	55520000	18	18	gap	4
chrX	55520000	55760000	18	3	domain	4
chrX	55760000	56280000	3	10	domain	4
chrX	56280000	56760000	10	18	domain	4
chrX	56760000	56960000	18	16	domain	4
chrX	56960000	57520000	16	6	domain	4
chrX	57520000	58120000	6	18	domain	4
chrX	58120000	62800000	18	18	gap	4
chrX	62800000	63120000	18	18	domain	4
chrX	63120000	63280000	18	18	gap	4
chrX	63280000	64440000	18	3	domain	4
chrX	64440000	64680000	3	13	domain	4
chrX	64680000	64840000	13	9		4
chrX	64840000	65520000	9	18	domain	4
chrX	65520000	66240000	18	1	domain	4
chrX	66240000	66720000	1	2	domain	4
chrX	66720000	66920000	2	18	domain	4
chrX	66920000	66960000	18	18	gap	4
chrX	66960000	67520000	18	4	domain	4
chrX	67520000	67800000	4	2	domain	4
chrX	67800000	68160000	2	18	domain	4
chrX	68160000	68520000	18	18	boundary,domain	4
chrX	68520000	68800000	18	6		4
chrX	68800000	69440000	6	18	domain	4
chrX	69440000	70040000	18	5	domain	4
chrX	70040000	70120000	5	17	boundary,domain	4
chrX	70120000	70360000	17	4		4
chrX	70360000	70960000	4	15		4
chrX	70960000	71200000	15	5	domain	4
chrX	71200000	71680000	5	18	domain	4
chrX	71680000	71800000	18	18	gap	4
chrX	71800000	72200000	18	7	domain	4
chrX	72200000	72720000	7	18	domain	4
chrX	72720000	73120000	18	18	gap	4
chrX	73120000	73840000	18	13	domain	4
chrX	73840000	74400000	13	8	domain	4
chrX	74400000	74600000	8	18		4
chrX	74600000	75640000	18	3	domain	4
chrX	75640000	76160000	3	18	domain	4
chrX	76160000	76720000	18	3		4
chrX	76720000	77240000	3	2	domain	4
chrX	77240000	77480000	2	15	domain	4
chrX	77480000	78120000	15	18	domain	4
chrX	78120000	78520000	18	9	domain	4
chrX	78520000	79160000	9	14	domain	4
chrX	79160000	79480000	14	18	boundary,domain	4
chrX	79480000	80320000	18	5	domain	4
chrX	80320000	80640000	5	18	domain	4
chrX	80640000	80800000	18	2	domain	4
chrX	80800000	81120000	2	4	domain	4
chrX	81120000	81480000	4	11	domain	4
chrX	81480000	81920000	11	13	boundary,domain	4
chrX	81920000	82640000	13	6	domain	4
chrX	82640000	83440000	6	12	domain	4
chrX	83440000	83600000	12	2		4
chrX	83600000	83840000	2	18		4
chrX	83840000	84720000	18	4	domain	4
chrX	84720000	85080000	4	17	domain	4
chrX	85080000	85560000	17	18	boundary,domain	4
chrX	85560000	85800000	18	3	domain	4
chrX	85800000	85880000	3	2		4
chrX	85880000	86080000	2	9	domain	4
chrX	86080000	86360000	9	7	domain	4
chrX	86360000	86560000	7	3	domain	4
chrX	86560000	86760000	3	2	domain	4
chrX	86760000	86960000	2	3	domain	4
chrX	86960000	87320000	3	16	domain	4
chrX	87320000	87560000	16	8		4
chrX	87560000	87720000	8	16		4
chrX	87720000	88000000	16	10		4
chrX	88000000	88120000	10	1	domain	4
chrX	88120000	88640000	1	11	domain	4
chrX	88640000	88880000	11	3	domain	4
chrX	88880000	89200000	3	18	domain	4
chrX	89200000	91240000	18	18	gap	4
chrX	91240000	91480000	18	18	domain	4
chrX	91480000	93120000	18	18	gap	4
chrX	93120000	93360000	18	2	domain	4
chrX	93360000	93440000	2	4		4
chrX	93440000	93640000	4	4	domain	4
chrX	93640000	93800000	4	6	domain	4
chrX	93800000	94320000	6	3	domain	4
chrX	94320000	94480000	3	12		4
chrX	94480000	94680000	12	5		4
chrX	94680000	95240000	5	15		4
chrX	95240000	95760000	15	6	domain	4
chrX	95760000	96320000	6	17	domain	4
chrX	96320000	98200000	17	2	domain	4
chrX	98200000	98760000	2	2	domain	4
chrX	98760000	100440000	2	18	domain	4
chrX	100440000	100640000	18	15	boundary,domain	4
chrX	100640000	100800000	15	16	boundary,domain	4
chrX	100800000	101360000	16	18	domain	4
chrX	101360000	102200000	18	18	domain	4
chrX	102200000	102480000	18	18	gap	4
chrX	102480000	102920000	18	10	domain	4
chrX	102920000	103200000	10	16	boundary,domain	4
chrX	103200000	103480000	16	8		4
chrX	103480000	103960000	8	18	domain	4
chrX	103960000	104080000	18	18	gap	4
chrX	104080000	104520000	18	4	domain	4
chrX	104520000	104920000	4	3	domain	4
chrX	104920000	105240000	3	18	domain	4
chrX	105240000	105720000	18	3	domain	4
chrX	105720000	106280000	3	18	domain	4
chrX	106280000	106320000	18	18	gap	4
chrX	106320000	106880000	18	11	domain	4
chrX	106880000	107440000	11	1	domain	4
chrX	107440000	107640000	1	13		4
chrX	107640000	108000000	13	3	domain	4
chrX	108000000	108120000	3	17		4
chrX	108120000	109480000	17	18		4
chrX	109480000	109680000	18	18	boundary,domain	4
chrX	109680000	109880000	18	17	boundary,domain	4
chrX	109880000	110160000	17	4	domain	4
chrX	110160000	110440000	4	18	domain	4
chrX	110440000	110880000	18	7	domain	4
chrX	110880000	111080000	7	1	domain	4
chrX	111080000	111720000	1	18	domain	4
chrX	111720000	112040000	18	4	domain	4
chrX	112040000	112680000	4	16	domain	4
chrX	112680000	113520000	16	2	domain	4
chrX	113520000	113720000	2	1	domain	4
chrX	113720000	113880000	1	5	domain	4
chrX	113880000	114280000	5	18	domain	4
chrX	114280000	114320000	18	18	gap	4
chrX	114320000	114600000	18	4	domain	4
chrX	114600000	114960000	4	6	domain	4
chrX	114960000	115160000	6	11	domain	4
chrX	115160000	115720000	11	18		4
chrX	115720000	115880000	18	18	gap	4
chrX	115880000	116560000	18	18	domain	4
chrX	116560000	116600000	18	18	gap	4
chrX	116600000	117960000	18	8	domain	4
chrX	117960000	118280000	8	18		4
chrX	118280000	118600000	18	2	domain	4
chrX	118600000	118840000	2	9	domain	4
chrX	118840000	119440000	9	15	domain	4
chrX	119440000	120040000	15	18	domain	4
chrX	120040000	120200000	18	18	gap	4
chrX	120200000	120480000	18	4	domain	4
chrX	120480000	120880000	4	18	domain	4
chrX	120880000	121000000	18	18	gap	4
chrX	121000000	121600000	18	4	domain	4
chrX	121600000	122800000	4	1	domain	4
chrX	122800000	123440000	1	18	domain	4
chrX	123440000	123800000	18	18	boundary,domain	4
chrX	123800000	124120000	18	18	boundary,domain	4
chrX	124120000	124400000	18	8	boundary,domain	4
chrX	124400000	126720000	8	11		4
chrX	126720000	127600000	11	2	domain	4
chrX	127600000	128040000	2	16		4
chrX	128040000	128520000	16	7	domain	4
chrX	128520000	128800000	7	3	domain	4
chrX	128800000	129000000	3	3	domain	4
chrX	129000000	129440000	3	17	domain	4
chrX	129440000	129560000	17	4	boundary,domain	4
chrX	129560000	130360000	4	6		4
chrX	130360000	130960000	6	18	domain	4
chrX	130960000	131720000	18	10	domain	4
chrX	131720000	132080000	10	2		4
chrX	132080000	132240000	2	6	domain	4
chrX	132240000	132640000	6	18	domain	4
chrX	132640000	133280000	18	2	domain	4
chrX	133280000	133720000	2	18	domain	4
chrX	133720000	134400000	18	14	domain	4
chrX	134400000	134800000	14	5	domain	4
chrX	134800000	135120000	5	18	domain	4
chrX	135120000	135280000	18	18	gap	4
chrX	135280000	135720000	18	18	domain	4
chrX	135720000	135880000	18	18	gap	4
chrX	135880000	136280000	18	4	domain	4
chrX	136280000	136520000	4	1	domain	4
chrX	136520000	136680000	1	16	domain	4
chrX	136680000	136960000	16	18		4
chrX	136960000	137480000	18	1	domain	4
chrX	137480000	138080000	1	18	domain	4
chrX	138080000	138760000	18	18	domain	4
chrX	138760000	139440000	18	2	domain	4
chrX	139440000	139600000	2	4	domain	4
chrX	139600000	140000000	4	18	domain	4
chrX	140000000	140720000	18	3	domain	4
chrX	140720000	141000000	3	18	domain	4
chrX	141000000	141120000	18	18	gap	4
chrX	141120000	141480000	18	18	domain	4
chrX	141480000	141720000	18	18	gap	4
chrX	141720000	143640000	18	7	domain	4
chrX	143640000	144080000	7	18	domain	4
chrX	144080000	144200000	18	18	gap	4
chrX	144200000	144400000	18	18	domain	4
chrX	144400000	144480000	18	18	gap	4
chrX	144480000	144680000	18	2	domain	4
chrX	144680000	145040000	2	3	domain	4
chrX	145040000	145240000	3	15		4
chrX	145240000	145760000	15	12	boundary,domain	4
chrX	145760000	146120000	12	10		4
chrX	146120000	146400000	10	7		4
chrX	146400000	146800000	7	18	domain	4
chrX	146800000	146840000	18	18	gap	4
chrX	146840000	147120000	18	3	domain	4
chrX	147120000	147200000	3	5	boundary,domain	4
chrX	147200000	147440000	5	5	boundary,domain	4
chrX	147440000	147760000	5	4	domain	4
chrX	147760000	148040000	4	16	domain	4
chrX	148040000	148560000	16	5	domain	4
chrX	148560000	148840000	5	1	domain	4
chrX	148840000	149240000	1	2	domain	4
chrX	149240000	149520000	2	18	domain	4
chrX	149520000	149960000	18	18	gap	4
chrX	149960000	150400000	18	2	domain	4
chrX	150400000	150720000	2	17	domain	4
chrX	150720000	151120000	17	18	boundary,domain	4
chrX	151120000	151480000	18	1	domain	4
chrX	151480000	151720000	1	8	domain	4
chrX	151720000	152120000	8	2	domain	4
chrX	152120000	152680000	2	18	domain	4
chrX	152680000	152800000	18	18	gap	4
chrX	152800000	153080000	18	18	domain	4
chrX	153080000	153280000	18	18	gap	4
chrX	153280000	153520000	18	3	domain	4
chrX	153520000	153720000	3	7	domain	4
chrX	153720000	153960000	7	2	domain	4
chrX	153960000	154160000	2	18	domain	4
chrX	154160000	154280000	18	18	gap	4
chrX	154280000	154560000	18	18	domain	4
chrX	154560000	154640000	18	18	gap	4
chrX	154640000	154880000	18	3	domain	4
chrX	154880000	155320000	3	18		4
chrX	155320000	155600000	18	18	gap	4
chrX	155600000	156040000	18	18	domain	4
chr1	80000	880000	18	18	gap	3
chr1	880000	1320000	18	5	domain	3
chr1	1320000	1640000	5	18	domain	3
chr1	1640000	1760000	18	18	gap	3
chr1	1760000	1920000	18	1	domain	3
chr1	1920000	2160000	1	4	domain	3
chr1	2160000	2400000	4	3	domain	3
chr1	2400000	2640000	3	18	domain	3
chr1	2640000	2760000	18	18	gap	3
chr1	2760000	3480000	18	15	domain	3
chr1	3480000	3920000	15	18		3
chr1	3920000	4080000	18	1	domain	3
chr1	4080000	4640000	1	10	domain	3
chr1	4640000	4840000	10	3	domain	3
chr1	4840000	5480000	3	14	domain	3
chr1	5480000	5760000	14	1		3
chr1	5760000	6000000	1	18		3
chr1	6000000	6240000	18	8	boundary,domain	3
chr1	6240000	6440000	8	17		3
chr1	6440000	6680000	17	17		3
chr1	6680000	7240000	17	2	domain	3
chr1	7240000	7640000	2	5	domain	3
chr1	7640000	7800000	5	9	boundary,domain	3
chr1	7800000	7960000	9	18	boundary,domain	3
chr1	7960000	8360000	18	18	boundary,domain	3
chr1	8360000	8720000	18	1	domain	3
chr1	8720000	8880000	1	18	domain	3
chr1	8880000	9120000	18	15	boundary,domain	3
chr1	9120000	9240000	15	7	boundary,domain	3
chr1	9240000	9480000	7	2	domain	3
chr1	9480000	9600000	2	18	boundary,domain	3
chr1	9600000	9880000	18	14		3
chr1	9880000	10480000	14	18		3
chr1	10480000	11000000	18	18	domain	3
chr1	11000000	11240000	18	6	domain	3
chr1	11240000	11640000	6	5	domain	3
chr1	11640000	11800000	5	10	boundary,domain	3
chr1	11800000	12000000	10	16	boundary,domain	3
chr1	12000000	12240000	16	9		3
chr1	12240000	12800000	9	18	domain	3
chr1	12800000	13360000	18	18	gap	3
chr1	13360000	13640000	18	4	domain	3
chr1	13640000	13960000	4	12	domain	3
chr1	13960000	14840000	12	1	domain	3
chr1	14840000	15120000	1	18		3
chr1	15120000	15320000	18	9	boundary,domain	3
chr1	15320000	15520000	9	18	boundary,domain	3
chr1	15520000	15760000	18	16	boundary,domain	3
chr1	15760000	16040000	16	8	domain	3
chr1	16040000	16240000	8	4	domain	3
chr1	16240000	16360000	4	1	domain	3
chr1	16360000	16520000	1	18	domain	3
chr1	16520000	16880000	18	18	gap	3
chr1	16880000	17040000	18	1	domain	3
chr1	17040000	17440000	1	9	domain	3
chr1	17440000	17680000	9	10	domain	3
chr1	17680000	18120000	10	4	domain	3
chr1	18120000	18600000	4	14	domain	3
chr1	18600000	18880000	14	18	boundary,domain	3
chr1	18880000	19080000	18	11	boundary,domain	3
chr1	19080000	19280000	11	7		3
chr1	19280000	19720000	7	14	domain	3
chr1	19720000	19880000	14	18	boundary,domain	3
chr1	19880000	20200000	18	5	domain	3
chr1	20200000	20520000	5	6	domain	3
chr1	20520000	20680000	6	18	boundary,domain	3
chr1	20680000	21240000	18	11	domain	3
chr1	21240000	21360000	11	5	domain	3
chr1	21360000	21680000	5	17	boundary,domain	3
chr1	21680000	22040000	17	18	boundary,domain	3
chr1	22040000	22400000	18	4	domain	3
chr1	22400000	22640000	4	10	domain	3
chr1	22640000	22960000	10	18	domain	3
chr1	22960000	23480000	18	17	boundary,domain	3
chr1	23480000	23720000	17	18		3
chr1	23720000	24160000	18	6		3
chr1	24160000	24400000	6	18		3
chr1	24400000	24640000	18	13	domain	3
chr1	24640000	24840000	13	8	domain	3
